# 字 9000-9499
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=3
 9477 | uploader                       | 上傳者                            | 👨‍⚕️     | chunks=['up', 'loa', 'der'] | py=ㄚㄆ-ㄌㄛ-ㄉㄜ | theme=jobs | stage=3 base=upload
 9478 | username                       | 使用者名稱                          | 🏃        | chunks=['u', 'ser', 'na', 'me'] | py=ㄧㄨ-ㄗㄜ-ㄋㄚ-ㄇㄝ | theme=actions | stage=3
 9479 | vector                         | 向量                             | 🏃        | chunks=['vec', 'tor'] | py=ㄨㄝㄎ-ㄊㄜ | theme=actions | stage=3
 9480 | voicemail                      | 語音信箱                           | 🏃        | chunks=['voi', 'ce', 'mail'] | py=ㄨㄛㄧ-ㄙㄜ-ㄇㄝㄦ | theme=actions | stage=3
 9481 | webpage                        | 網頁                             | 🌐        | chunks=['web', 'pa', 'ge'] | py=ㄨㄝㄅ-ㄆㄜ-ㄐㄧ | theme=internet | stage=3
 9482 | widget                         | 小工具                            | 🔨        | chunks=['wid', 'get'] | py=ㄨㄧㄉ-ㄍㄝㄊ | theme=tools | stage=3
 9483 | wireless                       | 無線                             | 🎨        | chunks=['wi', 're', 'less'] | py=ㄨㄧ-ㄌㄧ-ㄌㄝㄙ | theme=adjectives | stage=3 base=wire
 9484 | workspace                      | 工作空間                           | 🏃        | chunks=['work', 'spa', 'ce'] | py=ㄨㄜㄎ-ㄙㄆㄚ-ㄙㄜ | theme=actions | stage=3
 9485 | bankruptcy                     | 破產                             | 🏃        | chunks=['ban', 'krup', 'tcy'] | py=ㄅㄢ-ㄎㄖㄚㄆ-ㄊㄎㄧ | theme=actions | stage=3 base=bankrupt
 9486 | barter                         | 以物易物                           | 🏃        | chunks=['bar', 'ter'] | py=ㄅㄚㄦ-ㄊㄜ | theme=actions | stage=3
 9487 | beneficiary                    | 受益人                            | 🎨        | chunks=['be', 'ne', 'fi', 'cia', 'ry'] | py=ㄅㄧ-ㄋㄧ-ㄈㄜ-ㄎㄧㄚ-ㄌㄧ | theme=adjectives | stage=3
 9488 | benchmark                      | 基準                             | 🏃        | chunks=['benc', 'hmark'] | py=ㄅㄝㄋㄎ-ㄏㄇㄚㄜㄎ | theme=actions | stage=3
 9489 | buyback                        | 回購                             | 🏃        | chunks=['buy', 'back'] | py=ㄅㄞ-ㄅㄚㄎ | theme=actions | stage=3
 9490 | cashflow                       | 現金流                            | 💰        | chunks=['cash', 'flow'] | py=ㄎㄚ-ㄈㄌㄠ | theme=money | stage=3
 9491 | census                         | 人口普查                           | 🏃        | chunks=['cen', 'sus'] | py=ㄙㄝㄣ-ㄙㄜ | theme=actions | stage=3
 9492 | clientele                      | 客戶群                            | 🏢        | chunks=['clien', 'te', 'le'] | py=ㄎㄌㄞㄋ-ㄊㄧ-ㄌㄧ | theme=office | stage=3
 9493 | craftsmanship                  | 工藝                             | 🎓        | chunks=['craft', 'sman', 'ship'] | py=ㄎㄌㄚㄈㄊ-ㄙㄇㄚㄋ-ㄒㄧㄆ | theme=academic-words | stage=3
 9494 | creditor                       | 債權人                            | 👨‍⚕️     | chunks=['cre', 'di', 'tor'] | py=ㄎㄌㄧ-ㄉㄧ-ㄊㄜ | theme=jobs | stage=3
 9495 | debtor                         | 債務人                            | 👨‍⚕️     | chunks=['deb', 'tor'] | py=ㄉㄝ-ㄊㄜ | theme=jobs | stage=3
 9496 | deduction                      | 扣除                             | 🎓        | chunks=['de', 'duc', 'tion'] | py=ㄉㄧ-ㄉㄚㄎ-ㄒㄣ | theme=academic-words | stage=3 base=deduce
 9497 | default                        | 預設、違約                          | 🏃        | chunks=['de', 'fault'] | py=ㄉㄧ-ㄈㄛㄌㄊ | theme=actions | stage=3
 9498 | depreciation                   | 折舊                             | 🎓        | chunks=['dep', 're', 'cia', 'tion'] | py=ㄉㄝ-ㄌㄧ-ㄎㄧㄚ-ㄒㄣ | theme=academic-words | stage=3
 9499 | distributor                    | 經銷商                            | 🏃        | chunks=['dis', 'tri', 'bu', 'tor'] | py=ㄉㄧㄙ-ㄊㄌㄧ-ㄅㄧㄨ-ㄊㄜ | theme=actions | stage=3 base=distribute
