# 字 9000-10100
 9000 | vaccine                        | 疫苗                             | 🎨        | chunks=['vac', 'ci', 'ne'] | py=ㄈㄚ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=4
 9843 | subjugate                      | 征服                             | 🏃        | chunks=['sub', 'ju', 'ga', 'te'] | py=ㄙㄚㄅ-ㄐㄨ-ㄍㄚ-ㄊㄧ | theme=actions | stage=3
 9844 | submerge                       | 浸入水中、淹沒                        | 🏃        | chunks=['sub', 'mer', 'ge'] | py=ㄙㄚㄅ-ㄇㄜ-ㄐㄧ | theme=actions | stage=3
 9845 | subside                        | 平息                             | 🏃        | chunks=['sub', 'si', 'de'] | py=ㄙㄚㄅ-ㄗㄜ-ㄉㄧ | theme=actions | stage=3
 9846 | substantiate                   | 證實                             | 🏃        | chunks=['sub', 'stan', 'tia', 'te'] | py=ㄙㄚㄅ-ㄙㄊㄢ-ㄒㄜ-ㄊㄧ | theme=actions | stage=3
 9847 | synthesize                     | 合成                             | 🏃        | chunks=['syn', 'the', 'si', 'ze'] | py=ㄒㄧㄣ-ㄉㄚ-ㄗㄜ-ㄗㄧ | theme=actions | stage=3
 9848 | tamper                         | 干預                             | 🏃        | chunks=['tam', 'per'] | py=ㄊㄚ-ㄆㄜ | theme=actions | stage=3
 9849 | tarnish                        | 失去光澤                           | 🎨        | chunks=['tar', 'nish'] | py=ㄊㄝ-ㄋㄧㄒ | theme=adjectives | stage=3
 9850 | thrash                         | 痛打                             | 🏃        | chunks=['thr', 'ash'] | py=ㄒㄖ-ㄚㄒ | theme=actions | stage=3
 9851 | thwart                         | 阻撓                             | 🏃        | chunks=['thw', 'art'] | py=ㄒㄨ-ㄚㄦ | theme=actions | stage=3
 9852 | transcend                      | 超越                             | 🏃        | chunks=['tran', 'scend'] | py=ㄊㄌㄚㄣ-ㄙㄎㄝㄋㄉ | theme=actions | stage=3
 9853 | transgress                     | 違反                             | 🏃        | chunks=['trans', 'gress'] | py=ㄊㄖㄢㄙ-ㄍㄌㄝㄙ | theme=actions | stage=3
 9854 | truncate                       | 截斷                             | 🏃        | chunks=['trun', 'ca', 'te'] | py=ㄊㄖㄚㄋ-ㄎㄚ-ㄊㄧ | theme=actions | stage=3
 9855 | unleash                        | 釋放                             | 🏃        | chunks=['un', 'leash'] | py=ㄚㄣ-ㄌㄧㄒ | theme=actions | stage=3
 9856 | usurp                          | 篡奪                             | 🏃        | chunks=['u', 'surp'] | py=ㄧㄨ-ㄙㄜㄆ | theme=actions | stage=3
 9857 | vanquish                       | 征服                             | 🎨        | chunks=['van', 'quish'] | py=ㄈㄚㄣ-ㄎㄨㄧㄒ | theme=adjectives | stage=3
 9858 | venerate                       | 敬仰                             | 🏃        | chunks=['ve', 'ne', 'ra', 'te'] | py=ㄈㄜ-ㄋㄧ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 9859 | vex                            | 使惱怒                            | 🏃        | chunks=['ve', 'x'] | py=ㄈㄜ-ㄝㄎㄙ | theme=actions | stage=3
 9860 | wince                          | 畏縮                             | 🏃        | chunks=['win', 'ce'] | py=ㄨㄧㄣ-ㄙㄜ | theme=actions | stage=3
 9861 | withhold                       | 保留                             | 🏃        | chunks=['wit', 'hhold'] | py=ㄨㄧ-ㄏㄏㄛㄌㄉ | theme=actions | stage=3
 9862 | writhe                         | 扭動                             | 🏃        | chunks=['writ', 'he'] | py=ㄌㄞㄊ-ㄏㄝ | theme=actions | stage=3
 9863 | anchovy                        | 鯷魚                             | 🐾        | chunks=['an', 'cho', 'vy'] | py=ㄢ-ㄎㄛ-ㄈㄧ | theme=animals | stage=2
 9864 | baguette                       | 法國麵包                           | 🥖        | chunks=['ba', 'guet', 'te'] | py=ㄅㄟ-ㄍㄩㄊ-ㄊㄧ | theme=food | stage=2
 9865 | beetroot                       | 甜菜根                            | 🍠        | chunks=['beet', 'root'] | py=ㄅㄧㄊ-ㄌㄨㄊ | theme=actions | stage=2
 9866 | bourbon                        | 波本酒                            | 🏃        | chunks=['bour', 'bon'] | py=ㄅㄠㄖ-ㄅㄣ | theme=actions | stage=2
 9867 | brie                           | 布里乳酪                           | 🧀        | chunks=['br', 'ie'] | py=ㄅㄖ-ㄒㄧ | theme=food | stage=2
 9868 | cardamom                       | 小豆蔻                            | 🏃        | chunks=['car', 'da', 'mom'] | py=ㄎㄚㄦ-ㄉㄚ-ㄇㄛㄇ | theme=actions | stage=2
 9869 | cashew                         | 腰果                             | 🥜        | chunks=['cas', 'hew'] | py=ㄎㄚㄙ-ㄏㄩ | theme=body | stage=2
 9870 | cheddar                        | 切達乳酪                           | 🧀        | chunks=['ched', 'dar'] | py=ㄔㄝㄉ-ㄉㄜ | theme=food | stage=2
 9871 | cinnamon                       | 肉桂                             | 🍎        | chunks=['cin', 'na', 'mon'] | py=ㄒㄧ-ㄋㄚ-ㄇㄚ | theme=food | stage=2
 9872 | croissant                      | 可頌                             | 🥐        | chunks=['crois', 'sant'] | py=ㄎㄖㄛㄧㄙ-ㄙㄚㄋㄊ | theme=desserts | stage=2
 9873 | crouton                        | 烤麵包丁                           | 🍎        | chunks=['crou', 'ton'] | py=ㄎㄖㄠ-ㄉㄣ | theme=food | stage=2
 9874 | cumin                          | 孜然                             | 🏃        | chunks=['cu', 'min'] | py=ㄎㄧㄨ-ㄇㄧ | theme=actions | stage=2
 9875 | fettuccine                     | 寬麵                             | 🎨        | chunks=['fet', 'tuc', 'ci', 'ne'] | py=ㄈㄟ-ㄊㄚㄎ-ㄙㄜ-ㄋㄧ | theme=adjectives | stage=2
 9876 | foie                           | 鵝肝(foie gras)                  | 🐾        | chunks=['fo', 'ie'] | py=ㄈㄜ-ㄒㄧ | theme=animals | stage=2
 9877 | gnocchi                        | 麵疙瘩                            | 🏃        | chunks=['gnoc', 'chi'] | py=ㄍㄋㄛㄎ-ㄑㄧ | theme=actions | stage=2
 9878 | gourmet                        | 美食家                            | 💁        | chunks=['gour', 'met'] | py=ㄍㄠㄖ-ㄇㄝㄊ | theme=appearance | stage=2
 9879 | guacamole                      | 酪梨醬                            | 🍇        | chunks=['gua', 'ca', 'mo', 'le'] | py=ㄍㄨㄚ-ㄎㄚ-ㄇㄛ-ㄌㄧ | theme=fruits | stage=2
 9880 | hazelnut                       | 榛果                             | 🏃        | chunks=['ha', 'zel', 'nut'] | py=ㄏㄜ-ㄗㄜ-ㄋㄚㄊ | theme=actions | stage=2
 9881 | hummus                         | 鷹嘴豆泥                           | 🏃        | chunks=['hum', 'mus'] | py=ㄏㄚㄇ-ㄇㄚㄙ | theme=actions | stage=2
 9882 | jalapeno                       | 墨西哥辣椒                          | 🥕        | chunks=['ja', 'la', 'pe', 'no'] | py=ㄐㄚ-ㄌㄚ-ㄆㄜ-ㄋㄛ | theme=vegetables | stage=2
 9883 | lasagna                        | 千層麵                            | 🍝        | chunks=['la', 'sag', 'na'] | py=ㄌㄚ-ㄙㄚㄍ-ㄋㄚ | theme=desserts | stage=2
 9884 | marinade                       | 醃料                             | 🏃        | chunks=['ma', 'ri', 'na', 'de'] | py=ㄇㄚ-ㄌㄧ-ㄋㄚ-ㄉㄧ | theme=actions | stage=2
 9885 | mascarpone                     | 馬斯卡彭                           | 🧀        | chunks=['mas', 'car', 'po', 'ne'] | py=ㄇㄚㄙ-ㄎㄚㄦ-ㄆㄛ-ㄋㄧ | theme=animals | stage=2
 9886 | meringue                       | 蛋白霜                            | 🍎        | chunks=['me', 'rin', 'gue'] | py=ㄇㄝ-ㄌㄧㄣ-ㄍㄝ | theme=food | stage=2
 9887 | mozzarella                     | 莫扎瑞拉                           | 🏃        | chunks=['moz', 'za', 'rel', 'la'] | py=ㄇㄛㄗ-ㄗㄝ-ㄌㄝ-ㄌㄚ | theme=actions | stage=2
 9888 | nutmeg                         | 肉豆蔻                            | 🍎        | chunks=['nut', 'meg'] | py=ㄋㄚㄊ-ㄇㄝㄍ | theme=food | stage=2
 9889 | omelet                         | 煎蛋捲                            | 🍎        | chunks=['o', 'me', 'let'] | py=ㄛ-ㄇㄝ-ㄌㄝㄊ | theme=food | stage=2
 9890 | paella                         | 西班牙海鮮飯                         | 🍎        | chunks=['pael', 'la'] | py=ㄆㄚㄝㄌ-ㄌㄚ | theme=food | stage=2
 9891 | paprika                        | 紅椒粉                            | 🏃        | chunks=['pap', 'ri', 'ka'] | py=ㄆㄚㄆ-ㄌㄧ-ㄎㄚ | theme=actions | stage=2
 9892 | parmesan                       | 帕馬森乳酪                          | 🧀        | chunks=['par', 'me', 'san'] | py=ㄆㄚㄦ-ㄇㄝ-ㄗㄣ | theme=animals | stage=2
 9893 | pastrami                       | 燻牛肉                            | 🐾        | chunks=['pas', 'tra', 'mi'] | py=ㄆㄚㄙ-ㄊㄌㄚ-ㄇㄞ | theme=animals | stage=2
 9894 | pesto                          | 青醬                             | 🏃        | chunks=['pes', 'to'] | py=ㄆㄝ-ㄊㄛ | theme=actions | stage=2
 9895 | pistachio                      | 開心果                            | 🥜        | chunks=['pis', 'tac', 'hio'] | py=ㄆㄧㄙ-ㄊㄚㄎ-ㄏㄧㄛ | theme=emotions | stage=2
 9896 | prosciutto                     | 義式火腿                           | 🍎        | chunks=['pros', 'ciut', 'to'] | py=ㄆㄌㄚ-ㄎㄧㄚㄊ-ㄊㄛ | theme=food | stage=2
 9897 | quiche                         | 法式鹹派                           | 🍪        | chunks=['quic', 'he'] | py=ㄎㄨㄧㄎ-ㄏㄝ | theme=desserts | stage=2
 9898 | quinoa                         | 藜麥                             | 🏃        | chunks=['qui', 'noa'] | py=ㄎㄧ-ㄋㄛ | theme=actions | stage=2
 9899 | ravioli                        | 義式餃                            | 🏃        | chunks=['ra', 'vio', 'li'] | py=ㄌㄚ-ㄨㄧㄛ-ㄌㄧ | theme=food | stage=2
 9900 | ricotta                        | 瑞可塔乳酪                          | 🍎        | chunks=['ri', 'cot', 'ta'] | py=ㄌㄧ-ㄎㄚ-ㄊㄝ | theme=food | stage=2
 9901 | risotto                        | 燉飯                             | 🍎        | chunks=['ri', 'sot', 'to'] | py=ㄌㄧ-ㄙㄛㄊ-ㄊㄛ | theme=food | stage=2
 9902 | saffron                        | 番紅花                            | 🌸        | chunks=['saf', 'fron'] | py=ㄙㄚㄈ-ㄈㄌㄚㄣ | theme=nature | stage=2
 9903 | salami                         | 薩拉米香腸                          | 🍎        | chunks=['sa', 'la', 'mi'] | py=ㄙㄚ-ㄌㄚ-ㄇㄞ | theme=food | stage=2
 9904 | scallop                        | 扇貝                             | 🏃        | chunks=['scal', 'lop'] | py=ㄙㄎㄚ-ㄌㄛㄆ | theme=actions | stage=2
 9905 | teriyaki                       | 照燒                             | 🍎        | chunks=['te', 'riya', 'ki'] | py=ㄊㄧ-ㄖㄧㄧㄚ-ㄎㄧ | theme=food | stage=2
 9906 | tortilla                       | 墨西哥薄餅                          | 🌮        | chunks=['tor', 'til', 'la'] | py=ㄊㄜ-ㄊㄧ-ㄌㄚ | theme=directions | stage=2
 9907 | turmeric                       | 薑黃                             | 🥕        | chunks=['tur', 'me', 'ric'] | py=ㄊㄜ-ㄇㄝ-ㄌㄧㄎ | theme=vegetables | stage=2
 9908 | vinaigrette                    | 油醋汁                            | 🏃        | chunks=['vi', 'naig', 'ret', 'te'] | py=ㄈㄞ-ㄋㄟㄍ-ㄌㄝㄊ-ㄊㄧ | theme=actions | stage=2
 9909 | wasabi                         | 芥末                             | 🏃        | chunks=['wa', 'sa', 'bi'] | py=ㄨㄛ-ㄙㄚ-ㄅㄞ | theme=actions | stage=2
 9910 | parasite                       | 寄生蟲                            | 🐾        | chunks=['pa', 'ra', 'si', 'te'] | py=ㄆㄜ-ㄌㄚ-ㄗㄜ-ㄊㄧ | theme=animals | stage=2
 9911 | pendant                        | 吊墜                             | 🎨        | chunks=['pen', 'dant'] | py=ㄆㄣ-ㄉㄣㄊ | theme=adjectives | stage=2
 9912 | midweek                        | 週中                             | 🏃        | chunks=['mid', 'week'] | py=ㄇㄧㄉ-ㄨㄧㄎ | theme=actions | stage=3
 9913 | nightfall                      | 黃昏                             | 🏃        | chunks=['nigh', 'tfall'] | py=ㄋㄧ-ㄊㄈㄚㄌㄌ | theme=time | stage=3
 9914 | teatime                        | 茶點時間                           | 🥤        | chunks=['tea', 'ti', 'me'] | py=ㄊㄧ-ㄊㄜ-ㄇㄝ | theme=drinks | stage=3
 9915 | springtime                     | 春天                             | 🕐        | chunks=['sprin', 'gti', 'me'] | py=ㄙㄆㄌㄧㄣ-ㄍㄊㄧ-ㄇㄝ | theme=time | stage=3
 9916 | summertime                     | 夏天                             | 🕐        | chunks=['sum', 'mer', 'ti', 'me'] | py=ㄙㄚ-ㄇㄜ-ㄊㄜ-ㄇㄝ | theme=time | stage=3
 9917 | wintertime                     | 冬天                             | 🕐        | chunks=['win', 'ter', 'ti', 'me'] | py=ㄨㄧㄣ-ㄊㄜ-ㄊㄜ-ㄇㄝ | theme=time | stage=3
 9918 | bylaw                          | 地方規章                           | 🏃        | chunks=['by', 'law'] | py=ㄅㄞ-ㄌㄛ | theme=places | stage=3
 9919 | cohabit                        | 同居                             | 💞        | chunks=['co', 'ha', 'bit'] | py=ㄎㄛ-ㄏㄜ-ㄅㄧㄊ | theme=relationships | stage=3
 9920 | decree                         | 法令                             | ⚖️       | chunks=['dec', 'ree'] | py=ㄉㄝ-ㄌㄧ | theme=law | stage=3
 9921 | grievance                      | 申訴                             | 🎓        | chunks=['grie', 'van', 'ce'] | py=ㄍㄖㄞ-ㄈㄚㄣ-ㄙㄜ | theme=academic-words | stage=3
 9922 | inquest                        | 調查                             | 🏃        | chunks=['in', 'quest'] | py=ㄧㄣ-ㄎㄨㄝㄙㄊ | theme=actions | stage=3
 9923 | legality                       | 合法性                            | ⚖️       | chunks=['le', 'ga', 'li', 'ty'] | py=ㄌㄧ-ㄍㄚ-ㄌㄧ-ㄊㄧ | theme=law | stage=3
 9924 | litigation                     | 訴訟                             | 🎓        | chunks=['li', 'ti', 'ga', 'tion'] | py=ㄌㄧ-ㄊㄜ-ㄍㄚ-ㄒㄣ | theme=academic-words | stage=3
 9925 | airstrike                      | 空襲                             | 🏃        | chunks=['airs', 'tri', 'ke'] | py=ㄝㄜㄙ-ㄊㄌㄧ-ㄎㄟ | theme=actions | stage=3
 9926 | ammunition                     | 彈藥                             | 🎓        | chunks=['am', 'mu', 'ni', 'tion'] | py=ㄚㄇ-ㄇㄧㄨ-ㄋㄜ-ㄒㄣ | theme=academic-words | stage=3
 9927 | arsenal                        | 軍火庫                            | 🏃        | chunks=['ar', 'se', 'nal'] | py=ㄚㄦ-ㄙㄜ-ㄋㄦ | theme=actions | stage=3
 9928 | artillery                      | 大砲                             | 🏃        | chunks=['ar', 'til', 'le', 'ry'] | py=ㄚㄦ-ㄊㄧ-ㄌㄧ-ㄌㄧ | theme=actions | stage=3
 9929 | battalion                      | (軍)營、營級單位                      | 🏃        | chunks=['bat', 'ta', 'lion'] | py=ㄅㄝ-ㄊㄝ-ㄌㄧㄢ | theme=actions | stage=3
 9930 | blockade                       | 封鎖                             | 🏃        | chunks=['bloc', 'ka', 'de'] | py=ㄅㄌㄛㄎ-ㄎㄚ-ㄉㄧ | theme=actions | stage=3
 9931 | brigade                        | (軍)旅、旅級部隊                      | 🏃        | chunks=['bri', 'ga', 'de'] | py=ㄅㄖㄧ-ㄍㄚ-ㄉㄧ | theme=actions | stage=3
 9932 | cadet                          | 軍校生                            | 🏃        | chunks=['ca', 'det'] | py=ㄎㄚ-ㄉㄟ | theme=actions | stage=3
 9933 | camouflage                     | 迷彩                             | 🏃        | chunks=['ca', 'mouf', 'la', 'ge'] | py=ㄎㄚ-ㄇㄠㄈ-ㄌㄚ-ㄐㄧ | theme=actions | stage=3
 9934 | citadel                        | 城堡                             | 🏃        | chunks=['ci', 'ta', 'del'] | py=ㄙㄜ-ㄊㄝ-ㄉㄝ | theme=actions | stage=3
 9935 | combatant                      | 戰鬥員                            | 🎨        | chunks=['com', 'ba', 'tant'] | py=ㄎㄚㄇ-ㄅㄟ-ㄊㄣㄊ | theme=adjectives | stage=3
 9936 | crusader                       | 十字軍                            | ⚔️       | chunks=['cru', 'sa', 'der'] | py=ㄎㄌㄨ-ㄙㄚ-ㄉㄜ | theme=numbers | stage=3
 9937 | decimate                       | 大批殺害                           | 🏃        | chunks=['de', 'ci', 'ma', 'te'] | py=ㄉㄧ-ㄙㄜ-ㄇㄚ-ㄊㄧ | theme=crime | stage=3
 9938 | destroyer                      | 驅逐艦                            | 🏃        | chunks=['des', 'troyer'] | py=ㄉㄧ-ㄊㄖㄛㄧㄜ | theme=actions | stage=3 base=destroy
 9939 | disarm                         | 繳械                             | 🏃        | chunks=['di', 'sarm'] | py=ㄉㄧ-ㄙㄚㄜㄇ | theme=actions | stage=3
 9940 | frigate                        | 護衛艦                            | 🏃        | chunks=['fri', 'ga', 'te'] | py=ㄈㄌㄞ-ㄍㄚ-ㄊㄧ | theme=actions | stage=3
 9941 | garrison                       | 駐軍                             | 🏃        | chunks=['gar', 'ri', 'son'] | py=ㄍㄚㄦ-ㄌㄧ-ㄗㄣ | theme=actions | stage=3
 9942 | guerilla                       | 游擊                             | 🏃        | chunks=['gue', 'ril', 'la'] | py=ㄍㄝ-ㄦ-ㄌㄚ | theme=actions | stage=3
 9943 | infantry                       | 步兵                             | 🏃        | chunks=['in', 'fan', 'try'] | py=ㄧㄣ-ㄈㄚㄣ-ㄊㄌㄧ | theme=actions | stage=3
 9944 | insurgent                      | 叛亂分子                           | ⚔️       | chunks=['in', 'sur', 'gent'] | py=ㄧㄣ-ㄙㄜ-ㄐㄣㄊ | theme=science | stage=3
 9945 | mercenary                      | 僱傭兵                            | 🎨        | chunks=['mer', 'ce', 'na', 'ry'] | py=ㄇㄜ-ㄙㄜ-ㄋㄚ-ㄌㄧ | theme=adjectives | stage=3
 9946 | munitions                      | 軍火                             | 🏃        | chunks=['mu', 'ni', 'tions'] | py=ㄇㄧㄨ-ㄋㄜ-ㄒㄣㄗ | theme=actions | stage=3
 9947 | paratrooper                    | 傘兵                             | 🏃        | chunks=['pa', 'rat', 'roo', 'per'] | py=ㄆㄜ-ㄌㄚ-ㄌㄨ-ㄆㄜ | theme=actions | stage=3
 9948 | platoon                        | (軍)排、排級部隊                      | 🏃        | chunks=['pla', 'toon'] | py=ㄆㄌㄚ-ㄊㄨㄣ | theme=actions | stage=3
 9949 | quagmire                       | 困境                             | 🏃        | chunks=['quag', 'mi', 're'] | py=ㄎㄨㄚㄍ-ㄇㄞ-ㄌㄧ | theme=actions | stage=3
 9950 | reconnaissance                 | 偵察                             | 🎓        | chunks=['re', 'con', 'nais', 'san', 'ce'] | py=ㄌㄧ-ㄎㄚㄣ-ㄋㄜ-ㄗㄣ-ㄙㄜ | theme=academic-words | stage=3
 9951 | sabotage                       | 破壞                             | 🏃        | chunks=['sa', 'bo', 'ta', 'ge'] | py=ㄙㄚ-ㄅㄛ-ㄊㄝ-ㄐㄧ | theme=actions | stage=3
 9952 | sniper                         | 狙擊手                            | 🏃        | chunks=['sni', 'per'] | py=ㄙㄋㄧ-ㄆㄜ | theme=actions | stage=3
 9953 | squadron                       | 中隊                             | 🏃        | chunks=['squad', 'ron'] | py=ㄙㄎㄨㄚㄉ-ㄌㄚㄣ | theme=actions | stage=3
 9954 | strafe                         | 掃射                             | 🏃        | chunks=['stra', 'fe'] | py=ㄙㄉㄌㄝ-ㄈㄧ | theme=actions | stage=3
 9955 | valor                          | 勇氣                             | 🏃        | chunks=['va', 'lor'] | py=ㄈㄚ-ㄌㄜ | theme=actions | stage=3
 9956 | warhead                        | 彈頭                             | 💣        | chunks=['war', 'head'] | py=ㄨㄛ-ㄏㄝㄉ | theme=body | stage=3
 9957 | warzone                        | 戰區                             | 🏃        | chunks=['war', 'zo', 'ne'] | py=ㄨㄛ-ㄗㄛ-ㄋㄧ | theme=actions | stage=3
 9958 | zealot                         | 狂熱分子                           | 🔥        | chunks=['zea', 'lot'] | py=ㄗㄧ-ㄌㄚㄊ | theme=science | stage=3
 9959 | banjo                          | 班卓琴                            | 🪕        | chunks=['ban', 'jo'] | py=ㄅㄢ-ㄐㄛ | theme=actions | stage=2
 9960 | bassoon                        | 低音管                            | 🏃        | chunks=['bas', 'soon'] | py=ㄅㄝㄙ-ㄙㄨㄣ | theme=actions | stage=2
 9961 | cymbal                         | 鈸                              | 🎶        | chunks=['cym', 'bal'] | py=ㄎㄧㄇ-ㄅㄚ | theme=actions | stage=2
 9962 | mandolin                       | 曼陀林                            | 🎵        | chunks=['man', 'do', 'lin'] | py=ㄇㄢ-ㄉㄛ-ㄌㄧ | theme=music | stage=2
 9963 | oboe                           | 雙簧管                            | 🏃        | chunks=['o', 'boe'] | py=ㄛ-ㄅㄛ | theme=actions | stage=2
 9964 | tambourine                     | 鈴鼓                             | 🎶        | chunks=['tam', 'bou', 'ri', 'ne'] | py=ㄊㄚ-ㄅㄨ-ㄌㄧ-ㄋㄧ | theme=music | stage=2
 9965 | tuba                           | 低音號                            | 🏃        | chunks=['tu', 'ba'] | py=ㄑㄨ-ㄅㄟ | theme=actions | stage=2
 9966 | viola                          | 中提琴                            | 🏃        | chunks=['vio', 'la'] | py=ㄨㄧㄛ-ㄌㄚ | theme=actions | stage=2
 9967 | downpour                       | 傾盆大雨                           | 🏃        | chunks=['dow', 'npour'] | py=ㄉㄛ-ㄋㄆㄠㄖ | theme=weather | stage=2
 9968 | flurry                         | 陣雪                             | 🏃        | chunks=['flur', 'ry'] | py=ㄈㄌㄜ-ㄌㄧ | theme=weather | stage=2
 9969 | hailstone                      | 冰雹                             | 🏃        | chunks=['hail', 'sto', 'ne'] | py=ㄏㄟㄌ-ㄙㄉㄛ-ㄋㄧ | theme=actions | stage=2
 9970 | sleet                          | 凍雨                             | 🏃        | chunks=['sle', 'et'] | py=ㄙㄌㄝ-ㄝㄊ | theme=weather | stage=2
 9971 | twister                        | 龍捲風                            | 🚨        | chunks=['twis', 'ter'] | py=ㄊㄨㄧㄙ-ㄊㄜ | theme=emergencies | stage=2
 9972 | whirlwind                      | 旋風                             | 🏃        | chunks=['whir', 'lwind'] | py=ㄨㄜ-ㄌㄨㄧㄋㄉ | theme=weather | stage=2
 9973 | mudslide                       | 土石流                            | 🏃        | chunks=['mud', 'sli', 'de'] | py=ㄇㄨㄉ-ㄙㄌㄧ-ㄉㄧ | theme=actions | stage=2
 9974 | volcanic                       | 火山的                            | 🌋        | chunks=['vol', 'ca', 'nic'] | py=ㄈㄚ-ㄎㄚ-ㄋㄧㄎ | theme=nature | stage=2
 9975 | windmill                       | 風車                             | 🏃        | chunks=['win', 'dmill'] | py=ㄨㄧㄣ-ㄉㄇㄧㄌㄌ | theme=weather | stage=2
 9976 | squid                          | 魷魚                             | 🦑        | chunks=['squ', 'id'] | py=ㄙㄎㄨ-ㄌㄝㄉ | theme=animals | stage=1
 9977 | walrus                         | 海象                             | 🐾        | chunks=['wal', 'rus'] | py=ㄨㄛ-ㄌㄜㄙ | theme=animals | stage=1
 9978 | falcon                         | 獵鷹                             | 🐾        | chunks=['fal', 'con'] | py=ㄈㄚ-ㄎㄚㄣ | theme=animals | stage=1
 9979 | vulture                        | 禿鷹                             | 🐾        | chunks=['vul', 'tu', 're'] | py=ㄈㄚㄦ-ㄑㄨ-ㄌㄧ | theme=animals | stage=1
 9980 | raven                          | 渡鴉(大型黑鳥)                       | 🐾        | chunks=['ra', 'ven'] | py=ㄌㄚ-ㄈㄣ | theme=animals | stage=1
 9981 | chinchilla                     | 龍貓                             | 🐾        | chunks=['chin', 'chil', 'la'] | py=ㄔㄧㄋ-ㄑㄧ-ㄌㄚ | theme=animals | stage=2
 9982 | guinea                         | 天竺鼠(guinea pig)                | 🐾        | chunks=['gui', 'nea'] | py=ㄍㄧ-ㄋㄧ | theme=animals | stage=2
 9983 | ferret                         | 雪貂                             | 🐾        | chunks=['fer', 'ret'] | py=ㄈㄜ-ㄌㄝㄊ | theme=animals | stage=2
 9984 | chipmunk                       | 花栗鼠                            | 🐿️       | chunks=['chip', 'munk'] | py=ㄔㄧㄆ-ㄇㄚㄋㄎ | theme=animals | stage=2
 9985 | porcupine                      | 豪豬                             | 🐾        | chunks=['por', 'cu', 'pi', 'ne'] | py=ㄆㄜ-ㄎㄧㄨ-ㄆㄧ-ㄋㄧ | theme=animals | stage=2
 9986 | platypus                       | 鴨嘴獸                            | 🐾        | chunks=['pla', 'ty', 'pus'] | py=ㄆㄌㄚ-ㄊㄧ-ㄆㄚㄙ | theme=animals | stage=2
 9987 | cougar                         | 美洲獅                            | 🐾        | chunks=['cou', 'gar'] | py=ㄎㄚ-ㄍㄚㄦ | theme=animals | stage=2
 9988 | lynx                           | 山貓                             | 🐾        | chunks=['ly', 'nx'] | py=ㄌㄧ-ㄋㄎㄙ | theme=animals | stage=2
 9989 | bobcat                         | 短尾貓                            | 🐾        | chunks=['bob', 'cat'] | py=ㄅㄚ-ㄎㄚ | theme=animals | stage=2
 9990 | mongoose                       | 獴                              | 🐾        | chunks=['mon', 'goo', 'se'] | py=ㄇㄚ-ㄍㄨ-ㄙㄜ | theme=animals | stage=2
 9991 | meerkat                        | 狐獴                             | 🐾        | chunks=['meer', 'kat'] | py=ㄇㄧㄖ-ㄎㄚㄊ | theme=animals | stage=2
 9992 | orangutan                      | 紅毛猩猩                           | 🦧        | chunks=['o', 'ran', 'gu', 'tan'] | py=ㄛ-ㄌㄚㄣ-ㄍㄧㄨ-ㄊㄢ | theme=animals | stage=2
 9993 | baboon                         | 狒狒                             | 🐒        | chunks=['ba', 'boon'] | py=ㄅㄟ-ㄅㄨㄋ | theme=animals | stage=2
 9994 | lemur                          | 狐猴                             | 🐾        | chunks=['le', 'mur'] | py=ㄌㄧ-ㄇㄜ | theme=animals | stage=2
 9995 | armadillo                      | 犰狳                             | 🐾        | chunks=['ar', 'ma', 'dil', 'lo'] | py=ㄚㄦ-ㄇㄚ-ㄉㄧ-ㄌㄛ | theme=animals | stage=2
 9996 | anteater                       | 食蟻獸                            | 🐾        | chunks=['an', 'tea', 'ter'] | py=ㄢ-ㄊㄧ-ㄊㄜ | theme=animals | stage=2
 9997 | badger                         | 獾                              | 🦡        | chunks=['bad', 'ger'] | py=ㄅㄚㄉ-ㄍㄜ | theme=animals | stage=2
 9998 | weasel                         | 黃鼠狼                            | 🐾        | chunks=['wea', 'sel'] | py=ㄨㄝ-ㄙㄝ | theme=animals | stage=2
 9999 | puffer                         | 河豚                             | 🐾        | chunks=['puf', 'fer'] | py=ㄆㄚㄈ-ㄈㄜ | theme=animals | stage=2
10000 | mantis                         | 螳螂                             | 🐾        | chunks=['man', 'tis'] | py=ㄇㄢ-ㄊㄜㄙ | theme=animals | stage=2
10001 | weevil                         | 象鼻蟲                            | 🐾        | chunks=['wee', 'vil'] | py=ㄨㄧ-ㄈㄧ | theme=animals | stage=2
10002 | cellphone                      | 手機                             | 📱        | chunks=['cell', 'phone'] | py=ㄙㄝㄛ-ㄈㄛㄣ | theme=technology | stage=1
10003 | mrt                            | 捷運                             | 🚇        | chunks=['m', 'r', 't'] | py=ㄝㄇ-ㄚ-ㄊㄧ | theme=transportation | stage=1
10004 | pingpong                       | 乒乓                             | 🏓        | chunks=['ping', 'pong'] | py=ㄆㄧㄥ-ㄆㄛㄥ | theme=sports | stage=1
10005 | running                        | 正在跑、跑步                         | 🏃        | chunks=['run', 'ning'] | py=ㄖㄚ-ㄋㄧㄥ | theme=actions | stage=1 base=run
10006 | studied                        | 學習(過去)                         | 📚        | chunks=['stud', 'ied'] | py=ㄙㄉㄚ-ㄉㄧㄉ | theme=actions | stage=1 base=study
