# 字 6000-7499
 6000 | bug                            | 蟲子                             | 🐾        | chunks=['b', 'ug'] | py=ㄅㄧ-ㄚㄍ | theme=animals | stage=1
 7250 | cruelty                        | 殘酷，殘忍                          | 🏃        | chunks=['cruel', 'ty'] | py=ㄎㄖㄩㄌ-ㄊㄧ | theme=actions | stage=3
 7251 | cue                            | 提示                             | 🏃        | chunks=['c', 'ue'] | py=ㄒㄧ-ㄑㄨ | theme=actions | stage=3
 7252 | cunning                        | 狡猾的，奸詐的                        | 🎨        | chunks=['cun', 'ning'] | py=ㄎㄚㄋ-ㄋㄧㄥ | theme=adjectives | stage=3
 7253 | curiosity                      | 好奇心                            | 🎓        | chunks=['cu', 'rio', 'si', 'ty'] | py=ㄎㄧㄨ-ㄖㄧㄛ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=3
 7254 | curse                          | 詛咒，咒罵                          | 🏃        | chunks=['cur', 'se'] | py=ㄎㄜ-ㄙㄜ | theme=actions | stage=3
 7255 | damn                           | 罵…該死，咒罵                        | 🏃        | chunks=['d', 'amn'] | py=ㄉㄧ-ㄚㄇㄋ | theme=actions | stage=3
 7256 | damp                           | 有濕氣的                           | 🎨        | chunks=['d', 'amp'] | py=ㄉㄧ-ㄚㄇㄆ | theme=adjectives | stage=3
 7257 | declare                        | 宣布，宣告                          | 📢        | chunks=['dec', 'la', 're'] | py=ㄉㄝ-ㄌㄚ-ㄌㄧ | theme=materials | stage=3
 7258 | decrease                       | 減                              | 🏃        | chunks=['dec', 'rea', 'se'] | py=ㄉㄝ-ㄌㄝ-ㄙㄜ | theme=numbers | stage=3
 7259 | defend                         | 防禦                             | 🏃        | chunks=['de', 'fend'] | py=ㄉㄧ-ㄈㄝㄋㄉ | theme=actions | stage=3
 7260 | defensible                     | 可防禦的                           | 🎨        | chunks=['de', 'fen', 'sib', 'le'] | py=ㄉㄧ-ㄈㄣ-ㄒㄧㄅ-ㄌㄧ | theme=adjectives | stage=3 base=defense
 7261 | defensive                      | 防禦的                            | 🎨        | chunks=['de', 'fen', 'si', 've'] | py=ㄉㄧ-ㄈㄣ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3 base=defense
 7262 | delight                        | 欣喜                             | 🏃        | chunks=['de', 'light'] | py=ㄉㄧ-ㄌㄞㄊ | theme=actions | stage=3
 7263 | delightful                     | 令人愉快的、令人高興的                    | 💁        | chunks=['de', 'ligh', 'tful'] | py=ㄉㄧ-ㄌㄞ-ㄊㄈㄚㄛ | theme=appearance | stage=3 base=delight
 7264 | depart                         | 起程，出發                          | 🏃        | chunks=['de', 'part'] | py=ㄉㄧ-ㄆㄚㄦㄊ | theme=actions | stage=3
 7265 | dependent                      | 依靠的                            | 🎨        | chunks=['de', 'pen', 'dent'] | py=ㄉㄧ-ㄆㄣ-ㄉㄣㄊ | theme=adjectives | stage=3
 7266 | depress                        | 使…沮喪，使…消沉                      | 😊        | chunks=['dep', 'ress'] | py=ㄉㄝ-ㄖㄝㄙㄙ | theme=emotions | stage=3
 7267 | desperate                      | 情急拼命的                          | 🎨        | chunks=['des', 'pe', 'ra', 'te'] | py=ㄉㄧ-ㄆㄜ-ㄌㄚ-ㄊㄧ | theme=adjectives | stage=3
 7268 | destruction                    | 破壞                             | 🎓        | chunks=['des', 'truc', 'tion'] | py=ㄉㄧ-ㄊㄖㄚㄎ-ㄒㄣ | theme=academic-words | stage=3
 7269 | determination                  | 堅定                             | 🎓        | chunks=['de', 'ter', 'mi', 'na', 'tion'] | py=ㄉㄧ-ㄊㄜ-ㄇㄞ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=3 base=determine
 7270 | devise                         | 設計                             | 🏃        | chunks=['de', 'vi', 'se'] | py=ㄉㄧ-ㄈㄞ-ㄙㄜ | theme=actions | stage=3
 7271 | differ                         | 不同，相異                          | 🏃        | chunks=['dif', 'fer'] | py=ㄉㄧ-ㄈㄜ | theme=actions | stage=3
 7272 | digestion                      | 消化                             | 🎓        | chunks=['di', 'ges', 'tion'] | py=ㄉㄧ-ㄐㄝㄙ-ㄒㄣ | theme=academic-words | stage=3
 7273 | dignity                        | 尊嚴                             | 🎓        | chunks=['dig', 'ni', 'ty'] | py=ㄉㄧ-ㄋㄜ-ㄊㄧ | theme=academic-words | stage=3
 7274 | diligence                      | 勤勉，勤奮                          | 🤔        | chunks=['di', 'li', 'gen', 'ce'] | py=ㄉㄧ-ㄌㄧ-ㄐㄣ-ㄙㄜ | theme=personality | stage=3
 7275 | disadvantage                   | 不利                             | 🏃        | chunks=['di', 'sad', 'van', 'ta', 'ge'] | py=ㄉㄧ-ㄙㄚㄉ-ㄈㄚㄣ-ㄊㄝ-ㄐㄧ | theme=actions | stage=3
 7276 | discipline                     | 紀律，風紀                          | 🎨        | chunks=['dis', 'cip', 'li', 'ne'] | py=ㄉㄧㄙ-ㄎㄧㄆ-ㄌㄧ-ㄋㄧ | theme=adjectives | stage=3
 7277 | disconnect                     | 使分離，分開                         | 🏃        | chunks=['dis', 'con', 'nect'] | py=ㄉㄧㄙ-ㄎㄚㄣ-ㄋㄝㄎㄊ | theme=actions | stage=3
 7278 | discourage                     | 使洩氣                            | 🏃        | chunks=['dis', 'cou', 'ra', 'ge'] | py=ㄉㄧㄙ-ㄎㄚ-ㄌㄚ-ㄐㄧ | theme=actions | stage=3
 7279 | discouragement                 | 沮喪，氣                           | 😊        | chunks=['dis', 'cou', 'ra', 'ge', 'ment'] | py=ㄉㄧㄙ-ㄎㄚ-ㄌㄚ-ㄐㄧ-ㄇㄣㄊ | theme=emotions | stage=3 base=discourage
 7280 | disguise                       | 假扮，偽裝                          | 🏃        | chunks=['dis', 'gui', 'se'] | py=ㄉㄧㄙ-ㄍㄧ-ㄙㄜ | theme=actions | stage=3
 7281 | disgust                        | 作嘔                             | 💊        | chunks=['dis', 'gust'] | py=ㄉㄧㄙ-ㄍㄚㄙㄊ | theme=health | stage=3
 7282 | distinguish                    | 區別                             | 🎨        | chunks=['dis', 'tin', 'guish'] | py=ㄉㄧㄙ-ㄊㄧㄣ-ㄍㄨㄧㄒ | theme=adjectives | stage=3
 7283 | distinguished                  | 卓越的                            | 🎨        | chunks=['dis', 'tin', 'guis', 'hed'] | py=ㄉㄧㄙ-ㄊㄧㄣ-ㄍㄨㄙ-ㄏㄝㄉ | theme=adjectives | stage=3
 7284 | disturb                        | 妨礙，打擾                          | 🏃        | chunks=['dis', 'turb'] | py=ㄉㄧㄙ-ㄊㄜㄅ | theme=actions | stage=3
 7285 | dominant                       | 佔優勢的，支配的                       | 🎨        | chunks=['do', 'mi', 'nant'] | py=ㄉㄛ-ㄇㄞ-ㄋㄣㄊ | theme=adjectives | stage=3
 7286 | dormitory                      | 學生宿舍                           | 🎨        | chunks=['dor', 'mi', 'to', 'ry'] | py=ㄉㄜ-ㄇㄞ-ㄊㄛ-ㄌㄧ | theme=adjectives | stage=3
 7287 | doze                           | 打瞌睡，打盹                         | 🏃        | chunks=['do', 'ze'] | py=ㄉㄛ-ㄗㄧ | theme=actions | stage=3
 7288 | dread                          | 懼怕                             | 🏃        | chunks=['dr', 'ead'] | py=ㄉㄖ-ㄧㄉ | theme=actions | stage=3
 7289 | drift                          | 漂，漂流                           | 🏃        | chunks=['dr', 'ift'] | py=ㄉㄖ-ㄧㄈㄊ | theme=actions | stage=3
 7290 | durable                        | 經久的，耐用的                        | 🎨        | chunks=['du', 'rab', 'le'] | py=ㄉㄨ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3
 7291 | dusty                          | 滿是灰塵的，灰塵覆蓋                     | 🏃        | chunks=['dus', 'ty'] | py=ㄉㄚㄙ-ㄊㄧ | theme=actions | stage=3 base=dust
 7292 | dye                            | 染料、染                           | 🏃        | chunks=['d', 'ye'] | py=ㄉㄧ-ㄧㄝ | theme=actions | stage=3
 7293 | earnest                        | 認真的                            | 🎨        | chunks=['ear', 'nest'] | py=ㄦ-ㄋㄝㄙㄊ | theme=adjectives | stage=3
 7294 | earphone                       | 耳機                             | 🏃        | chunks=['ear', 'pho', 'ne'] | py=ㄦ-ㄈㄛ-ㄋㄧ | theme=actions | stage=3
 7295 | economic                       | 經濟上的                           | 📈        | chunks=['e', 'co', 'no', 'mic'] | py=ㄧ-ㄎㄛ-ㄋㄛ-ㄇㄧㄎ | theme=economy | stage=3 [有易混提示]
 7296 | economical                     | 經濟的，節約的                        | 📈        | chunks=['e', 'co', 'no', 'mi', 'cal'] | py=ㄧ-ㄎㄛ-ㄋㄛ-ㄇㄞ-ㄎㄜ | theme=economy | stage=3 base=economic [有易混提示]
 7297 | elastic                        | 有彈性的                           | 🎨        | chunks=['e', 'las', 'tic'] | py=ㄧ-ㄌㄚㄙ-ㄊㄧㄎ | theme=adjectives | stage=3
 7298 | electronics                    | 電子學                            | 🔬        | chunks=['e', 'lec', 'tro', 'nics'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄛ-ㄋㄧㄎㄙ | theme=science | stage=3
 7299 | elementary                     | 基本的                            | 🎨        | chunks=['e', 'le', 'men', 'ta', 'ry'] | py=ㄧ-ㄌㄧ-ㄇㄣ-ㄊㄝ-ㄌㄧ | theme=adjectives | stage=3
 7300 | e-mail                         | 電子郵件                           | 🔬        | chunks=['e', 'mail'] | py=ㄧ-ㄇㄝㄦ | theme=science | stage=2
 7301 | embarrass                      | 使窘                             | 🏃        | chunks=['em', 'bar', 'rass'] | py=ㄝㄇ-ㄅㄚㄦ-ㄌㄚㄙ | theme=actions | stage=3
 7302 | embarrassment                  | 窘                              | 🎨        | chunks=['em', 'bar', 'ras', 'sment'] | py=ㄝㄇ-ㄅㄚㄦ-ㄖㄚㄙ-ㄙㄇㄣㄊ | theme=adjectives | stage=3 base=embarrass
 7303 | enclose                        | 圍住                             | 🏃        | chunks=['en', 'clo', 'se'] | py=ㄣ-ㄎㄌㄛ-ㄙㄜ | theme=actions | stage=3
 7304 | encounter                      | 遭遇                             | 🏃        | chunks=['en', 'coun', 'ter'] | py=ㄣ-ㄎㄠㄣ-ㄊㄜ | theme=actions | stage=3
 7305 | endanger                       | 危及                             | 🏃        | chunks=['en', 'dan', 'ger'] | py=ㄣ-ㄉㄢ-ㄍㄜ | theme=actions | stage=3
 7306 | enforcement                    | 實施，執行                          | 🎨        | chunks=['en', 'for', 'ce', 'ment'] | py=ㄣ-ㄈㄛ-ㄙㄜ-ㄇㄣㄊ | theme=adjectives | stage=3 base=enforce
 7307 | engineering                    | 工程                             | 🧑‍💼      | chunks=['en', 'gi', 'nee', 'ring'] | py=ㄣ-ㄐㄜ-ㄋㄧ-ㄌㄧㄥ | theme=jobs-advanced | stage=3
 7308 | enlarge                        | 放大                             | 🏃        | chunks=['en', 'lar', 'ge'] | py=ㄣ-ㄌㄜ-ㄐㄧ | theme=actions | stage=3
 7309 | enlargement                    | 放大                             | 🎨        | chunks=['en', 'lar', 'ge', 'ment'] | py=ㄣ-ㄌㄜ-ㄐㄧ-ㄇㄣㄊ | theme=adjectives | stage=3 base=enlarge
 7310 | enormous                       | 巨大的，龐大的                        | 🎨        | chunks=['e', 'nor', 'mous'] | py=ㄧ-ㄋㄜ-ㄇㄚㄙ | theme=adjectives | stage=3
 7311 | entertain                      | 娛樂                             | 🏃        | chunks=['en', 'ter', 'tain'] | py=ㄣ-ㄊㄜ-ㄊㄣ | theme=actions | stage=3
 7312 | entertainment                  | 娛樂                             | 🎨        | chunks=['en', 'ter', 'tain', 'ment'] | py=ㄣ-ㄊㄜ-ㄊㄣ-ㄇㄣㄊ | theme=adjectives | stage=3 base=entertain
 7313 | enthusiasm                     | 熱情，熱忱                          | 🏃        | chunks=['en', 'thu', 'siasm'] | py=ㄣ-ㄙㄧㄨ-ㄙㄧㄚㄙㄇ | theme=actions | stage=3
 7314 | envious                        | 嫉妒的                            | 😊        | chunks=['en', 'vious'] | py=ㄣ-ㄨㄧㄜㄙ | theme=emotions | stage=3
 7315 | equality                       | 相等                             | 🎓        | chunks=['e', 'qua', 'li', 'ty'] | py=ㄧ-ㄎㄨㄝ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 7316 | equipment                      | 配備，裝備                          | 🎨        | chunks=['e', 'quip', 'ment'] | py=ㄧ-ㄎㄨㄧㄆ-ㄇㄣㄊ | theme=adjectives | stage=3 base=equip
 7317 | errand                         | 差事，差使                          | 🏃        | chunks=['er', 'rand'] | py=ㄜ-ㄖㄚㄋㄉ | theme=actions | stage=3
 7318 | escalator                      | 電扶梯                            | 🔨        | chunks=['es', 'ca', 'la', 'tor'] | py=ㄝㄙ-ㄎㄚ-ㄌㄚ-ㄊㄜ | theme=tools | stage=3
 7319 | essential                      | 必要的，不可缺的                       | 🎨        | chunks=['es', 'sen', 'tial'] | py=ㄝㄙ-ㄙㄝㄣ-ㄒㄦ | theme=adjectives | stage=3
 7320 | establishment                  | 建立，設立                          | 🎨        | chunks=['es', 'tab', 'lis', 'hment'] | py=ㄝㄙ-ㄊㄚ-ㄌㄧㄙ-ㄏㄇㄣㄊ | theme=adjectives | stage=3 base=establish
 7321 | evaluation                     | 估價，評價                          | 🎓        | chunks=['e', 'va', 'lua', 'tion'] | py=ㄧ-ㄈㄚ-ㄌㄚㄚ-ㄒㄣ | theme=academic-words | stage=3
 7322 | eve                            | 前夜，前夕                          | 🌙        | chunks=['e', 've'] | py=ㄧ-ㄈㄜ | theme=directions | stage=3
 7323 | exaggerate                     | 誇張，誇大                          | 🏃        | chunks=['e', 'xag', 'ge', 'ra', 'te'] | py=ㄧ-ㄎㄙㄚㄍ-ㄐㄧ-ㄌㄚ-ㄊㄧ | theme=actions | stage=3
 7324 | examinee                       | 應試者                            | 🏃        | chunks=['e', 'xa', 'mi', 'nee'] | py=ㄧ-ㄎㄙㄚ-ㄇㄞ-ㄋㄧ | theme=actions | stage=3
 7325 | examiner                       | 主考人                            | 👨‍⚕️     | chunks=['e', 'xa', 'mi', 'ner'] | py=ㄧ-ㄎㄙㄚ-ㄇㄞ-ㄋㄜ | theme=jobs | stage=3 base=examine
 7326 | exception                      | 例外                             | 🎓        | chunks=['ex', 'cep', 'tion'] | py=ㄝㄎㄙ-ㄙㄝㄆ-ㄒㄣ | theme=academic-words | stage=3
 7327 | exhaust                        | 用完，耗盡                          | 🏃        | chunks=['ex', 'haust'] | py=ㄝㄎㄙ-ㄗㄛㄙㄊ | theme=actions | stage=3
 7328 | explanation                    | 說明，解釋                          | 🎓        | chunks=['ex', 'pla', 'na', 'tion'] | py=ㄝㄎㄙ-ㄆㄌㄚ-ㄋㄚ-ㄒㄣ | theme=academic-words | stage=3
 7329 | explosive                      | 爆炸的、爆炸物                        | 🎨        | chunks=['ex', 'plo', 'si', 've'] | py=ㄝㄎㄙ-ㄆㄌㄛ-ㄗㄜ-ㄈㄜ | theme=adjectives | stage=3
 7330 | exposure                       | 暴露                             | 🎓        | chunks=['ex', 'po', 'su', 're'] | py=ㄝㄎㄙ-ㄆㄛ-ㄙㄨ-ㄌㄧ | theme=academic-words | stage=3
 7331 | extend                         | 延長，延伸                          | 🏃        | chunks=['ex', 'tend'] | py=ㄝㄎㄙ-ㄊㄝㄋㄉ | theme=actions | stage=3
 7332 | extent                         | 廣度，寬度                          | 🎨        | chunks=['ex', 'tent'] | py=ㄝㄎㄙ-ㄊㄣㄊ | theme=adjectives | stage=3
 7333 | facial                         | 臉的                             | 😀        | chunks=['fa', 'cial'] | py=ㄈㄚ-ㄒㄦ | theme=body | stage=3
 7334 | facility                       | 能力，技能                          | 🎓        | chunks=['fa', 'ci', 'li', 'ty'] | py=ㄈㄚ-ㄙㄜ-ㄌㄧ-ㄊㄧ | theme=academic-words | stage=3
 7335 | fame                           | 聲譽，名望                          | 🏃        | chunks=['fa', 'me'] | py=ㄈㄚ-ㄇㄝ | theme=actions | stage=3
 7336 | fantastic                      | 極好的，了不起的                       | 🎨        | chunks=['fan', 'tas', 'tic'] | py=ㄈㄚㄣ-ㄊㄚㄙ-ㄊㄧㄎ | theme=adjectives | stage=3
 7337 | farewell                       | 再會、告別                          | 🏃        | chunks=['fa', 're', 'well'] | py=ㄈㄚ-ㄌㄧ-ㄨㄝㄦ | theme=actions | stage=3
 7338 | favorable                      | 贊同的                            | 🎨        | chunks=['fa', 'vo', 'rab', 'le'] | py=ㄈㄚ-ㄈㄛ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=favor
 7339 | fertile                        | 多產的                            | 🎨        | chunks=['fer', 'ti', 'le'] | py=ㄈㄜ-ㄊㄜ-ㄌㄧ | theme=adjectives | stage=3
 7340 | fetch                          | 去拿…                            | 🏃        | chunks=['f', 'etch'] | py=ㄝㄈ-ㄝㄊㄔ | theme=actions | stage=3
 7341 | financial                      | 財政的                            | 📈        | chunks=['fi', 'nan', 'cial'] | py=ㄈㄜ-ㄋㄚ-ㄒㄦ | theme=economy | stage=3
 7342 | firecracker                    | 爆竹，鞭炮                          | 🏃        | chunks=['fi', 'rec', 'rac', 'ker'] | py=ㄈㄜ-ㄌㄝ-ㄌㄚ-ㄎㄜ | theme=actions | stage=3
 7343 | flee                           | 逃，逃走                           | 🏃        | chunks=['fl', 'ee'] | py=ㄈㄌ-ㄧ | theme=actions | stage=3
 7344 | fluent                         | 流利的，流暢的                        | 🎨        | chunks=['fl', 'uent'] | py=ㄈㄌ-ㄩㄋㄊ | theme=adjectives | stage=3
 7345 | flunk                          | 使不及格                           | 🏃        | chunks=['fl', 'unk'] | py=ㄈㄌ-ㄚㄋㄎ | theme=actions | stage=3
 7346 | flush                          | 沖洗、臉紅                          | 🏃        | chunks=['fl', 'ush'] | py=ㄈㄌ-ㄚㄒ | theme=actions | stage=3
 7347 | forbid                         | 禁止，不許                          | 🏃        | chunks=['for', 'bid'] | py=ㄈㄛ-ㄅㄧㄉ | theme=actions | stage=3 base=forbid
 7348 | formation                      | 形成，構成                          | 🎓        | chunks=['for', 'ma', 'tion'] | py=ㄈㄛ-ㄇㄚ-ㄒㄣ | theme=academic-words | stage=3 base=form
 7349 | fort                           | 堡壘，要塞                          | 🏃        | chunks=['f', 'ort'] | py=ㄝㄈ-ㄛㄜㄊ | theme=actions | stage=3
 7350 | fortunate                      | 幸運的，僥倖的                        | 🎨        | chunks=['for', 'tu', 'na', 'te'] | py=ㄈㄛ-ㄑㄨ-ㄋㄚ-ㄊㄧ | theme=adjectives | stage=3
 7351 | fragrance                      | 芬芳                             | 🎓        | chunks=['frag', 'ran', 'ce'] | py=ㄈㄖㄚ-ㄌㄚㄣ-ㄙㄜ | theme=academic-words | stage=3
 7352 | fragrant                       | 香的，芳香的                         | 🎨        | chunks=['frag', 'rant'] | py=ㄈㄖㄚ-ㄌㄣㄊ | theme=adjectives | stage=3
 7353 | freeway                        | 高速公路                           | 🛣️       | chunks=['free', 'way'] | py=ㄈㄌㄧ-ㄨㄝ | theme=appearance | stage=2
 7354 | frequency                      | 頻率，次數                          | 🏃        | chunks=['fre', 'quen', 'cy'] | py=ㄈㄖㄧ-ㄎㄨㄝㄋ-ㄒㄧ | theme=actions | stage=3
 7355 | freshman                       | 一年級生                           | 🎓        | chunks=['fres', 'hman'] | py=ㄈㄌㄝㄙ-ㄏㄇㄚㄋ | theme=numbers | stage=3
 7356 | frustration                    | 挫折，失敗                          | 🎓        | chunks=['frus', 'tra', 'tion'] | py=ㄈㄌㄚㄙ-ㄊㄌㄚ-ㄒㄣ | theme=academic-words | stage=3
 7357 | fuel                           | 燃料、供給燃料                        | 🏃        | chunks=['f', 'uel'] | py=ㄝㄈ-ㄩㄌ | theme=actions | stage=3
 7358 | fulfill                        | 執行                             | 🏃        | chunks=['ful', 'fill'] | py=ㄈㄜ-ㄈㄧㄛ | theme=actions | stage=3
 7359 | fulfillment                    | 完成，履行                          | 🎨        | chunks=['ful', 'fil', 'lment'] | py=ㄈㄜ-ㄈㄜ-ㄌㄇㄣㄊ | theme=adjectives | stage=3 base=fulfill
 7360 | functional                     | 機能的                            | 🎨        | chunks=['fun', 'ctio', 'nal'] | py=ㄈㄚㄣ-ㄎㄊㄧㄛ-ㄋㄦ | theme=adjectives | stage=3
 7361 | furnish                        | 給配置                            | 🎨        | chunks=['fur', 'nish'] | py=ㄈㄦ-ㄋㄧㄒ | theme=adjectives | stage=3
 7362 | gaze                           | 凝視，注視，盯                        | 🏃        | chunks=['ga', 'ze'] | py=ㄍㄚ-ㄗㄧ | theme=actions | stage=3
 7363 | gear                           | 齒輪                             | 🏃        | chunks=['g', 'ear'] | py=ㄐㄧ-ㄦ | theme=actions | stage=3
 7364 | generosity                     | 寬宏大量                           | 🎓        | chunks=['ge', 'ne', 'ro', 'si', 'ty'] | py=ㄐㄧ-ㄋㄧ-ㄌㄛ-ㄗㄜ-ㄊㄧ | theme=academic-words | stage=3
 7365 | genius                         | 天資，天賦                          | 🏃        | chunks=['ge', 'nius'] | py=ㄐㄧ-ㄋㄧㄚㄙ | theme=actions | stage=3
 7366 | genuine                        | 真的，非偽造的                        | 🎨        | chunks=['ge', 'nui', 'ne'] | py=ㄐㄧ-ㄋㄨ-ㄋㄧ | theme=adjectives | stage=3
 7367 | gifted                         | 有天資的，有天賦的                      | 🎨        | chunks=['gif', 'ted'] | py=ㄍㄧㄈ-ㄉㄜ | theme=adjectives | stage=3
 7368 | gigantic                       | 巨大的                            | 🎨        | chunks=['gi', 'gan', 'tic'] | py=ㄐㄜ-ㄍㄢ-ㄊㄧㄎ | theme=adjectives | stage=3
 7369 | giggle                         | 咯咯地笑                           | 🏃        | chunks=['gig', 'gle'] | py=ㄍㄧㄍ-ㄍㄜ | theme=actions | stage=3
 7370 | glimpse                        | 瞥見                             | 🏃        | chunks=['glim', 'pse'] | py=ㄍㄌㄧㄇ-ㄆㄙㄝ | theme=actions | stage=3
 7371 | glorious                       | 光榮的，榮耀的                        | 🎨        | chunks=['glo', 'rious'] | py=ㄍㄌㄛ-ㄖㄧㄜㄙ | theme=adjectives | stage=3
 7372 | goods                          | 商品                             | 🏃        | chunks=['g', 'oods'] | py=ㄐㄧ-ㄨㄉㄙ | theme=business | stage=3
 7373 | grace                          | 優美                             | 💁        | chunks=['gra', 'ce'] | py=ㄍㄌㄝ-ㄙㄜ | theme=appearance | stage=3
 7374 | gracious                       | 親切的                            | 🎨        | chunks=['gra', 'cious'] | py=ㄍㄌㄝ-ㄒㄜㄙ | theme=adjectives | stage=3
 7375 | grammatical                    | 文法的                            | 📝        | chunks=['gram', 'ma', 'ti', 'cal'] | py=ㄍㄌㄚ-ㄇㄚ-ㄊㄜ-ㄎㄜ | theme=law | stage=3
 7376 | gratitude                      | 感恩，感謝                          | 😊        | chunks=['gra', 'ti', 'tu', 'de'] | py=ㄍㄌㄝ-ㄊㄜ-ㄑㄨ-ㄉㄧ | theme=emotions | stage=3
 7377 | greasy                         | 油汙的，油膩的                        | 🎨        | chunks=['grea', 'sy'] | py=ㄍㄖㄧ-ㄗㄧ | theme=adjectives | stage=3
 7378 | grief                          | 悲痛，悲傷                          | 😊        | chunks=['gr', 'ief'] | py=ㄍㄖ-ㄞㄈ | theme=emotions | stage=3
 7379 | grind                          | 磨                              | 🏃        | chunks=['gr', 'ind'] | py=ㄍㄖ-ㄧㄋㄉ | theme=actions | stage=3
 7380 | habitual                       | 習慣的，習以為常的                      | 🎨        | chunks=['ha', 'bi', 'tual'] | py=ㄏㄜ-ㄅㄞ-ㄊㄚㄚㄌ | theme=adjectives | stage=3
 7381 | halt                           | 暫停，停止                          | 🏃        | chunks=['h', 'alt'] | py=ㄝㄑ-ㄚㄌㄊ | theme=actions | stage=3
 7382 | handwriting                    | 筆跡                             | 🏃        | chunks=['hand', 'wri', 'ting'] | py=ㄏㄚㄣㄉ-ㄌㄞ-ㄊㄧㄥ | theme=actions | stage=3
 7383 | harden                         | 變硬                             | 🏃        | chunks=['har', 'den'] | py=ㄏㄚㄦ-ㄉㄣ | theme=actions | stage=3
 7384 | hardship                       | 艱難，困苦                          | 🎓        | chunks=['hard', 'ship'] | py=ㄏㄚㄦㄉ-ㄒㄧㄆ | theme=academic-words | stage=3
 7385 | harmonica                      | 口琴                             | 🎶        | chunks=['har', 'mo', 'ni', 'ca'] | py=ㄏㄚㄦ-ㄇㄛ-ㄋㄜ-ㄎㄚ | theme=music | stage=3
 7386 | haste                          | 急忙，迅速                          | 🏃        | chunks=['has', 'te'] | py=ㄏㄚㄙ-ㄊㄧ | theme=actions | stage=3
 7387 | hasten                         | 催促                             | 🏃        | chunks=['has', 'ten'] | py=ㄏㄚㄙ-ㄊㄣ | theme=actions | stage=3
 7388 | healthful                      | 有益於健康的                         | 💊        | chunks=['healt', 'hful'] | py=ㄏㄧㄌㄊ-ㄏㄈㄚㄛ | theme=health | stage=3 base=health
 7389 | herd                           | 畜群                             | 🏃        | chunks=['h', 'erd'] | py=ㄝㄑ-ㄜㄉ | theme=animals | stage=3
 7390 | hesitation                     | 躊躇，猶豫                          | 🎓        | chunks=['he', 'si', 'ta', 'tion'] | py=ㄏㄝ-ㄗㄜ-ㄊㄝ-ㄒㄣ | theme=academic-words | stage=3
 7391 | honorable                      | 可尊敬的                           | 🎨        | chunks=['ho', 'no', 'rab', 'le'] | py=ㄏㄚ-ㄋㄛ-ㄖㄝ-ㄌㄧ | theme=adjectives | stage=3 base=honor
 7392 | hook                           | 鉤，掛鉤，魚鉤                        | 🪝        | chunks=['h', 'ook'] | py=ㄝㄑ-ㄨㄎ | theme=tools | stage=3
 7393 | horizon                        | 地平線                            | 🏃        | chunks=['ho', 'ri', 'zon'] | py=ㄏㄚ-ㄌㄧ-ㄗㄚㄣ | theme=nature | stage=3
 7394 | horrify                        | 使恐懼，使驚懼                        | 😊        | chunks=['hor', 'ri', 'fy'] | py=ㄏㄚ-ㄌㄧ-ㄈㄞ | theme=emotions | stage=3
 7395 | housewife                      | 家庭主婦                           | 👨‍👩‍👧    | chunks=['hou', 'se', 'wi', 'fe'] | py=ㄏㄠ-ㄙㄜ-ㄨㄧ-ㄈㄧ | theme=family | stage=3
 7396 | humanity                       | 人性                             | 🎓        | chunks=['hu', 'ma', 'ni', 'ty'] | py=ㄏㄧㄨ-ㄇㄚ-ㄋㄜ-ㄊㄧ | theme=academic-words | stage=3
 7397 | humidity                       | 濕氣，濕度                          | 🎓        | chunks=['hu', 'mi', 'di', 'ty'] | py=ㄏㄧㄨ-ㄇㄞ-ㄉㄧ-ㄊㄧ | theme=academic-words | stage=3
 7398 | hydrogen                       | 氫                              | 🏃        | chunks=['hyd', 'ro', 'gen'] | py=ㄏㄧㄉ-ㄌㄛ-ㄐㄣ | theme=actions | stage=2
 7399 | identification                 | 認出                             | 🎓        | chunks=['i', 'den', 'ti', 'fi', 'ca', 'tion'] | py=ㄌㄜ-ㄉㄣ-ㄊㄜ-ㄈㄜ-ㄎㄚ-ㄒㄣ | theme=academic-words | stage=3
 7400 | idle                           | 閒置的                            | 🎨        | chunks=['id', 'le'] | py=ㄌㄝㄉ-ㄌㄧ | theme=adjectives | stage=3
 7401 | imaginable                     | 可想像得到的                         | 🎨        | chunks=['i', 'ma', 'gi', 'nab', 'le'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄚㄅ-ㄌㄧ | theme=adjectives | stage=3 base=imagine
 7402 | imaginary                      | 想像中的                           | 🎨        | chunks=['i', 'ma', 'gi', 'na', 'ry'] | py=ㄌㄜ-ㄇㄚ-ㄐㄜ-ㄋㄚ-ㄌㄧ | theme=adjectives | stage=3
 7403 | imitate                        | 模仿                             | 🏃        | chunks=['i', 'mi', 'ta', 'te'] | py=ㄌㄜ-ㄇㄞ-ㄊㄝ-ㄊㄧ | theme=actions | stage=3
