# 字 3000-4499
 3000 | attorney                       | 律師                             | ⚖️       | chunks=['at', 'tor', 'ney'] | py=ㄚ-ㄊㄜ-ㄋㄧ | theme=jobs-advanced | stage=2
 4219 | polluted                       | 被污染的                           | 🏭        | chunks=['pol', 'lut', 'ed'] | py=ㄆㄜ-ㄌㄨㄊ-ㄝㄉ | theme=environment | stage=2 base=pollute
 4220 | recycling                      | 回收                             | ♻️       | chunks=['re', 'cy', 'cling'] | py=ㄌㄧ-ㄙㄞ-ㄎㄌㄧㄥ | theme=environment | stage=1
 4221 | recycle                        | 回收                             | ♻️       | chunks=['re', 'cy', 'cle'] | py=ㄌㄧ-ㄙㄞ-ㄎㄜ | theme=environment | stage=1
 4222 | compost                        | 堆肥                             | 🟫        | chunks=['com', 'post'] | py=ㄎㄚㄇ-ㄆㄛㄙㄊ | theme=environment | stage=2
 4223 | sustainable                    | 永續                             | 🌱        | chunks=['sus', 'tain', 'a', 'ble'] | py=ㄙㄜ-ㄙㄉㄝㄣ-ㄜ-ㄅㄜ | theme=environment | stage=2 base=sustain
 4224 | sustainability                 | 永續性                            | 🌱        | chunks=['sus', 'tain', 'a', 'bil', 'i', 'ty'] | py=ㄙㄜ-ㄙㄉㄝㄣ-ㄜ-ㄅㄧ-ㄌㄜ-ㄊㄧ | theme=environment | stage=2
 4225 | ecofriendly                    | 環保                             | 🌱        | chunks=['e', 'co', 'friend', 'ly'] | py=ㄧ-ㄎㄛ-ㄈㄌㄝㄣ-ㄌㄧ | theme=environment | stage=2
 4226 | emission                       | 排放                             | 💨        | chunks=['e', 'mis', 'sion'] | py=ㄧ-ㄇㄧ-ㄒㄣ | theme=environment | stage=2
 4227 | carbon                         | 碳                              | ⚫        | chunks=['car', 'bon'] | py=ㄎㄚㄦ-ㄅㄣ | theme=environment | stage=1
 4228 | carbonfootprint                | 碳足跡                            | 👣        | chunks=['car', 'bon', 'foot', 'print'] | py=ㄎㄚㄦ-ㄅㄣ-ㄈㄨㄊ-ㄆㄌㄧㄣㄊ | theme=environment | stage=2
 4229 | greenhouse                     | 溫室                             | 🏡        | chunks=['green', 'house'] | py=ㄍㄌㄧㄣ-ㄏㄠㄙ | theme=environment | stage=2
 4230 | greenhousegas                  | 溫室氣體                           | 💨        | chunks=['green', 'house', 'gas'] | py=ㄍㄌㄧㄣ-ㄏㄠㄙ-ㄍㄚㄙ | theme=environment | stage=2
 4231 | fossilfuel                     | 化石燃料                           | 🛢️       | chunks=['fos', 'sil', 'fu', 'el'] | py=ㄈㄚ-ㄗㄦ-ㄈㄧㄨ-ㄦ | theme=environment | stage=2
 4232 | renewable                      | 可再生                            | ♻️       | chunks=['re', 'new', 'a', 'ble'] | py=ㄌㄧ-ㄋㄧㄨ-ㄜ-ㄅㄜ | theme=environment | stage=2 base=renew
 4233 | solar                          | 太陽能                            | ☀️       | chunks=['so', 'lar'] | py=ㄙㄛ-ㄌㄜ | theme=environment | stage=1
 4234 | hydro                          | 水力                             | 💧        | chunks=['hy', 'dro'] | py=ㄏㄞ-ㄉㄌㄛ | theme=environment | stage=2
 4235 | nuclear                        | 核能                             | ☢️       | chunks=['nu', 'cle', 'ar'] | py=ㄋㄨ-ㄎㄌㄧ-ㄜ | theme=environment | stage=2
 4236 | geothermal                     | 地熱                             | 🌋        | chunks=['ge', 'o', 'ther', 'mal'] | py=ㄐㄧ-ㄛ-ㄙㄜ-ㄇㄦ | theme=environment | stage=3
 4237 | climatechange                  | 氣候變遷                           | 🌍        | chunks=['cli', 'mate', 'change'] | py=ㄎㄌㄞ-ㄇㄝㄊ-ㄑㄟㄣㄐ | theme=environment | stage=1
 4238 | globalwarming                  | 全球暖化                           | 🌡️       | chunks=['glob', 'al', 'warm', 'ing'] | py=ㄍㄌㄛ-ㄅㄦ-ㄨㄛㄦㄇ-ㄧㄥ | theme=environment | stage=1
 4239 | deforestation                  | 森林砍伐                           | 🪓        | chunks=['de', 'for', 'es', 'ta', 'tion'] | py=ㄉㄧ-ㄈㄛ-ㄝㄙ-ㄊㄝ-ㄒㄣ | theme=environment | stage=3
 4240 | reforestation                  | 重新造林                           | 🌳        | chunks=['re', 'for', 'es', 'ta', 'tion'] | py=ㄌㄧ-ㄈㄛ-ㄝㄙ-ㄊㄝ-ㄒㄣ | theme=environment | stage=3
 4241 | extinction                     | 絕種                             | 🦕        | chunks=['ex', 'tinc', 'tion'] | py=ㄝㄎㄙ-ㄊㄧㄣㄎ-ㄒㄣ | theme=environment | stage=2
 4242 | endangered                     | 瀕危                             | 🐼        | chunks=['en', 'dan', 'gered'] | py=ㄧㄣ-ㄉㄝㄣ-ㄐㄜㄉ | theme=environment | stage=2
 4243 | species                        | 物種                             | 🐾        | chunks=['spe', 'cies'] | py=ㄙㄆㄧ-ㄒㄧㄗ | theme=environment | stage=2
 4244 | biodiversity                   | 生物多樣性                          | 🌿        | chunks=['bi', 'o', 'di', 'ver', 'si', 'ty'] | py=ㄅㄞ-ㄛ-ㄉㄜ-ㄈㄜ-ㄗㄜ-ㄊㄧ | theme=environment | stage=3
 4245 | habitat                        | 棲地                             | 🏞️       | chunks=['hab', 'i', 'tat'] | py=ㄏㄚ-ㄅㄜ-ㄊㄚㄊ | theme=environment | stage=2
 4246 | ecosystem                      | 生態系                            | 🌿        | chunks=['e', 'co', 'sys', 'tem'] | py=ㄧ-ㄎㄛ-ㄒㄧㄙ-ㄊㄣ | theme=environment | stage=2
 4247 | ecology                        | 生態學                            | 🌿        | chunks=['e', 'col', 'o', 'gy'] | py=ㄧ-ㄎㄚ-ㄌㄜ-ㄐㄧ | theme=environment | stage=2
 4248 | ozone                          | 臭氧                             | 💨        | chunks=['o', 'zone'] | py=ㄛ-ㄗㄛㄣ | theme=environment | stage=3
 4249 | ozonelayer                     | 臭氧層                            | 🌍        | chunks=['o', 'zone', 'lay', 'er'] | py=ㄛ-ㄗㄛㄣ-ㄌㄝ-ㄜ | theme=environment | stage=3
 4250 | landfill                       | 垃圾掩埋場                          | 🗑️       | chunks=['land', 'fill'] | py=ㄌㄚㄣㄉ-ㄈㄧㄦ | theme=environment | stage=2
 4251 | dump                           | 垃圾場                            | 🗑️       | chunks=['d', 'ump'] | py=ㄉㄚㄇㄆ | theme=environment | stage=2
 4252 | garbage                        | 垃圾                             | 🗑️       | chunks=['gar', 'bage'] | py=ㄍㄚㄦ-ㄅㄧㄐ | theme=environment | stage=1
 4253 | litter                         | 亂丟垃圾                           | 🗑️       | chunks=['lit', 'ter'] | py=ㄌㄧ-ㄊㄜ | theme=environment | stage=2
 4254 | junk                           | 垃圾、廢物                          | 🗑️       | chunks=['j', 'unk'] | py=ㄐㄚㄣㄎ | theme=environment | stage=1
 4255 | reuse                          | 再利用                            | ♻️       | chunks=['re', 'use'] | py=ㄌㄧ-ㄧㄨㄗ | theme=environment | stage=1
 4256 | reduce                         | 減量                             | ➖        | chunks=['re', 'duce'] | py=ㄌㄧ-ㄉㄧㄨㄙ | theme=environment | stage=1
 4257 | microplastic                   | 塑膠微粒                           | 🥤        | chunks=['mi', 'cro', 'plas', 'tic'] | py=ㄇㄞ-ㄎㄌㄛ-ㄆㄌㄚㄙ-ㄊㄧㄎ | theme=environment | stage=3
 4258 | oilspill                       | 漏油                             | 🛢️       | chunks=['oil', 'spill'] | py=ㄛㄧㄦ-ㄙㄆㄧㄦ | theme=environment | stage=3
 4259 | contamination                  | 污染                             | ☣️       | chunks=['con', 'tam', 'i', 'na', 'tion'] | py=ㄎㄢ-ㄊㄚ-ㄇㄜ-ㄋㄝ-ㄒㄣ | theme=environment | stage=3
 4260 | acidrain                       | 酸雨                             | 🌧️       | chunks=['ac', 'id', 'rain'] | py=ㄚ-ㄗㄜ-ㄌㄝㄣ | theme=environment | stage=3
 4261 | smog                           | 煙霧                             | 💨        | chunks=['sm', 'og'] | py=ㄙㄇㄚㄍ | theme=environment | stage=2
 4262 | conservation                   | 保育                             | 🌳        | chunks=['con', 'ser', 'va', 'tion'] | py=ㄎㄢ-ㄗㄜ-ㄈㄝ-ㄒㄣ | theme=environment | stage=2 base=conserve
 4263 | conserve                       | 保存                             | 💚        | chunks=['con', 'serve'] | py=ㄎㄢ-ㄗㄜㄈ | theme=environment | stage=2
 4264 | preserve                       | 保護                             | 🌿        | chunks=['pre', 'serve'] | py=ㄆㄌㄧ-ㄗㄜㄈ | theme=environment | stage=1
 4265 | sanctuary                      | 保護區                            | 🏞️       | chunks=['sanc', 'tu', 'ar', 'y'] | py=ㄙㄚㄣㄎ-ㄑㄨ-ㄝ-ㄌㄧ | theme=environment | stage=3
 4266 | reserve                        | 保留區                            | 🌳        | chunks=['re', 'serve'] | py=ㄌㄧ-ㄗㄜㄈ | theme=environment | stage=2
 4267 | wildlife                       | 野生生物                           | 🦌        | chunks=['wild', 'life'] | py=ㄨㄞㄦㄉ-ㄌㄞㄈ | theme=environment | stage=1
 4268 | fauna                          | 動物群                            | 🐾        | chunks=['fau', 'na'] | py=ㄈㄛ-ㄋㄚ | theme=environment | stage=3
 4269 | flora                          | 植物群                            | 🌸        | chunks=['flo', 'ra'] | py=ㄈㄌㄛ-ㄌㄚ | theme=environment | stage=3
 4270 | vegetation                     | 植被                             | 🌿        | chunks=['veg', 'e', 'ta', 'tion'] | py=ㄈㄝ-ㄐㄜ-ㄊㄝ-ㄒㄣ | theme=environment | stage=2
 4271 | flooding                       | 水災                             | 🌊        | chunks=['flood', 'ing'] | py=ㄈㄌㄚㄉ-ㄧㄥ | theme=environment | stage=2
 4272 | erosion                        | 侵蝕                             | 🪨        | chunks=['e', 'ro', 'sion'] | py=ㄧ-ㄌㄛ-ㄓㄣ | theme=environment | stage=3
 4273 | overpopulation                 | 人口過剩                           | 👥        | chunks=['o', 'ver', 'pop', 'u', 'la', 'tion'] | py=ㄛ-ㄈㄜ-ㄆㄚ-ㄆㄧㄨ-ㄌㄝ-ㄒㄣ | theme=environment | stage=3
 4274 | population                     | 人口                             | 👥        | chunks=['pop', 'u', 'la', 'tion'] | py=ㄆㄚ-ㄆㄧㄨ-ㄌㄝ-ㄒㄣ | theme=environment | stage=1
 4275 | density                        | 密度                             | 📊        | chunks=['den', 'si', 'ty'] | py=ㄉㄣ-ㄗㄜ-ㄊㄧ | theme=environment | stage=2
 4276 | nonrenewable                   | 不可再生                           | ⚠️       | chunks=['non', 're', 'new', 'a', 'ble'] | py=ㄋㄚㄣ-ㄌㄧ-ㄋㄧㄨ-ㄜ-ㄅㄜ | theme=environment | stage=3
 4277 | fossil                         | 化石                             | 🦴        | chunks=['fos', 'sil'] | py=ㄈㄚ-ㄗㄦ | theme=environment | stage=2
 4278 | ecoconscious                   | 環保意識                           | 🌱        | chunks=['e', 'co', 'con', 'scious'] | py=ㄧ-ㄎㄛ-ㄎㄚㄣ-ㄒㄚㄙ | theme=environment | stage=3
 4279 | ecotourism                     | 生態旅遊                           | 🌿        | chunks=['e', 'co', 'tour', 'ism'] | py=ㄧ-ㄎㄛ-ㄊㄨㄜ-ㄧㄗㄣ | theme=environment | stage=3
 4280 | permaculture                   | 永續農法                           | 🌱        | chunks=['per', 'ma', 'cul', 'ture'] | py=ㄆㄜ-ㄇㄚ-ㄎㄦ-ㄑㄜ | theme=environment | stage=3
 4281 | organic                        | 有機                             | 🌱        | chunks=['or', 'gan', 'ic'] | py=ㄛㄦ-ㄍㄚ-ㄋㄧㄎ | theme=environment | stage=1
 4282 | gmo                            | 基改                             | 🧬        | chunks=['g', 'm', 'o'] | py=ㄐㄧ-ㄝㄇ-ㄛ | theme=environment | stage=2
 4283 | pesticide                      | 農藥                             | ☣️       | chunks=['pes', 'ti', 'cide'] | py=ㄆㄝㄙ-ㄊㄜ-ㄙㄞㄉ | theme=environment | stage=3
 4284 | herbicide                      | 除草劑                            | ☣️       | chunks=['her', 'bi', 'cide'] | py=ㄏㄜ-ㄅㄜ-ㄙㄞㄉ | theme=environment | stage=3
 4285 | fertilizer                     | 肥料                             | 🌱        | chunks=['fer', 'ti', 'liz', 'er'] | py=ㄈㄜ-ㄊㄜ-ㄌㄞㄗ-ㄜ | theme=environment | stage=2
 4286 | biodegradable                  | 可生物分解                          | ♻️       | chunks=['bi', 'o', 'de', 'grad', 'a', 'ble'] | py=ㄅㄞ-ㄛ-ㄉㄧ-ㄍㄌㄝㄉ-ㄜ-ㄅㄜ | theme=environment | stage=3
 4287 | compostable                    | 可堆肥                            | ♻️       | chunks=['com', 'post', 'a', 'ble'] | py=ㄎㄚㄇ-ㄆㄛㄙㄊ-ㄜ-ㄅㄜ | theme=environment | stage=3 base=compost
 4288 | recyclable                     | 可回收                            | ♻️       | chunks=['re', 'cy', 'cla', 'ble'] | py=ㄌㄧ-ㄙㄞ-ㄎㄌㄚ-ㄅㄜ | theme=environment | stage=2 base=recycle
 4289 | biology                        | 生物學                            | 🧬        | chunks=['bi', 'ol', 'o', 'gy'] | py=ㄅㄞ-ㄚ-ㄌㄜ-ㄐㄧ | theme=science | stage=1
 4290 | physics                        | 物理學                            | ⚛️       | chunks=['phys', 'ics'] | py=ㄈㄧ-ㄗㄧㄎㄙ | theme=science | stage=2
 4291 | astronomy                      | 天文學                            | 🔭        | chunks=['as', 'tron', 'o', 'my'] | py=ㄚ-ㄙㄉㄌㄚ-ㄋㄜ-ㄇㄧ | theme=science | stage=2
 4292 | geology                        | 地質學                            | 🪨        | chunks=['ge', 'ol', 'o', 'gy'] | py=ㄐㄧ-ㄚ-ㄌㄜ-ㄐㄧ | theme=science | stage=2
 4293 | anatomy                        | 解剖學                            | 🦴        | chunks=['a', 'nat', 'o', 'my'] | py=ㄚ-ㄋㄚ-ㄋㄜ-ㄇㄧ | theme=science | stage=2
 4294 | zoology                        | 動物學                            | 🐾        | chunks=['zo', 'ol', 'o', 'gy'] | py=ㄗㄛ-ㄚ-ㄌㄜ-ㄐㄧ | theme=science | stage=3
 4295 | botany                         | 植物學                            | 🌿        | chunks=['bot', 'a', 'ny'] | py=ㄅㄚ-ㄊㄜ-ㄋㄧ | theme=science | stage=3
 4296 | atom                           | 原子                             | ⚛️       | chunks=['a', 'tom'] | py=ㄚ-ㄊㄣ | theme=science | stage=1
 4297 | molecule                       | 分子                             | ⚛️       | chunks=['mol', 'e', 'cule'] | py=ㄇㄚ-ㄌㄜ-ㄎㄧㄨㄦ | theme=science | stage=2
 4298 | element                        | 元素                             | ⚛️       | chunks=['el', 'e', 'ment'] | py=ㄝ-ㄌㄜ-ㄇㄣㄊ | theme=science | stage=1
 4299 | compound                       | 化合物                            | ⚗️       | chunks=['com', 'pound'] | py=ㄎㄚㄇ-ㄆㄠㄣㄉ | theme=science | stage=2
 4300 | mixture                        | 混合物                            | ⚗️       | chunks=['mix', 'ture'] | py=ㄇㄧㄎㄙ-ㄑㄜ | theme=science | stage=2
 4301 | particle                       | 粒子                             | ⚛️       | chunks=['par', 'ti', 'cle'] | py=ㄆㄚㄦ-ㄊㄜ-ㄎㄜ | theme=science | stage=2
 4302 | gravity                        | 重力                             | 🌍        | chunks=['grav', 'i', 'ty'] | py=ㄍㄌㄚ-ㄈㄜ-ㄊㄧ | theme=science | stage=1
 4303 | mass                           | 質量                             | ⚖️       | chunks=['m', 'ass'] | py=ㄇㄚㄙ | theme=science | stage=2
 4304 | momentum                       | 動量                             | ➡️       | chunks=['mo', 'men', 'tum'] | py=ㄇㄜ-ㄇㄣ-ㄊㄣ | theme=science | stage=3
 4305 | velocity                       | 速度                             | 💨        | chunks=['ve', 'loc', 'i', 'ty'] | py=ㄈㄜ-ㄌㄚ-ㄙㄜ-ㄊㄧ | theme=science | stage=3
 4306 | acceleration                   | 加速度                            | 💨        | chunks=['ac', 'cel', 'er', 'a', 'tion'] | py=ㄚㄎ-ㄙㄝ-ㄌㄜ-ㄝ-ㄒㄣ | theme=science | stage=3
 4307 | kinetic                        | 動能                             | ⚡        | chunks=['ki', 'net', 'ic'] | py=ㄎㄜ-ㄋㄝ-ㄊㄧㄎ | theme=science | stage=3
 4308 | potential                      | 位能、潛力                          | 🔋        | chunks=['po', 'ten', 'tial'] | py=ㄆㄜ-ㄊㄣ-ㄒㄦ | theme=science | stage=2
 4309 | magnetism                      | 磁性                             | 🧲        | chunks=['mag', 'net', 'ism'] | py=ㄇㄚㄍ-ㄋㄜ-ㄊㄧㄗㄣ | theme=science | stage=3
 4310 | radiation                      | 輻射                             | ☢️       | chunks=['ra', 'di', 'a', 'tion'] | py=ㄌㄝ-ㄉㄧ-ㄝ-ㄒㄣ | theme=science | stage=2
 4311 | experiment                     | 實驗                             | 🧪        | chunks=['ex', 'per', 'i', 'ment'] | py=ㄝㄎㄙ-ㄆㄝ-ㄜ-ㄇㄣㄊ | theme=science | stage=1
 4312 | hypothesis                     | 假設                             | 💭        | chunks=['hy', 'poth', 'e', 'sis'] | py=ㄏㄞ-ㄆㄚ-ㄙㄜ-ㄒㄜㄙ | theme=science | stage=3
 4313 | theory                         | 理論                             | 📚        | chunks=['the', 'o', 'ry'] | py=ㄒㄧ-ㄜ-ㄌㄧ | theme=science | stage=1
 4314 | principle                      | 原理                             | 📜        | chunks=['prin', 'ci', 'ple'] | py=ㄆㄌㄧㄣ-ㄙㄜ-ㄆㄜ | theme=science | stage=2 [有易混提示]
 4315 | formula                        | 公式                             | 📐        | chunks=['for', 'mu', 'la'] | py=ㄈㄛㄦ-ㄇㄧㄨ-ㄌㄚ | theme=science | stage=2
 4316 | equation                       | 方程式                            | 📐        | chunks=['e', 'qua', 'tion'] | py=ㄧ-ㄎㄨㄝ-ㄒㄣ | theme=science | stage=2
 4317 | laboratory                     | 實驗室                            | 🧪        | chunks=['lab', 'o', 'ra', 'to', 'ry'] | py=ㄌㄚ-ㄅㄜ-ㄌㄜ-ㄊㄛ-ㄌㄧ | theme=science | stage=1
 4318 | lab                            | 實驗室                            | 🧪        | chunks=['l', 'ab'] | py=ㄌㄚㄅ | theme=science | stage=1
 4319 | microscope                     | 顯微鏡                            | 🔬        | chunks=['mi', 'cro', 'scope'] | py=ㄇㄞ-ㄎㄌㄜ-ㄙㄎㄛㄆ | theme=science | stage=1
 4320 | telescope                      | 望遠鏡                            | 🔭        | chunks=['tel', 'e', 'scope'] | py=ㄊㄝ-ㄌㄜ-ㄙㄎㄛㄆ | theme=science | stage=1
 4321 | research                       | 研究                             | 🔬        | chunks=['re', 'search'] | py=ㄌㄧ-ㄙㄜㄑ | theme=science | stage=1
 4322 | observation                    | 觀察                             | 👁️       | chunks=['ob', 'ser', 'va', 'tion'] | py=ㄚㄅ-ㄗㄜ-ㄈㄝ-ㄒㄣ | theme=science | stage=2 base=observe
 4323 | observe                        | 觀察                             | 👁️       | chunks=['ob', 'serve'] | py=ㄚㄅ-ㄗㄜㄈ | theme=science | stage=1
 4324 | measurement                    | 測量                             | 📏        | chunks=['meas', 'ure', 'ment'] | py=ㄇㄝ-ㄓㄜ-ㄇㄣㄊ | theme=science | stage=2 base=measure
 4325 | liquid                         | 液體                             | 💧        | chunks=['liq', 'uid'] | py=ㄌㄧ-ㄎㄨㄝㄉ | theme=science | stage=1
 4326 | gas                            | 氣體、汽油                          | 💨        | chunks=['g', 'as'] | py=ㄍㄚㄙ | theme=science | stage=1
 4327 | plasma                         | 電漿                             | ⚡        | chunks=['plas', 'ma'] | py=ㄆㄌㄚㄙ-ㄇㄚ | theme=science | stage=3
 4328 | vapor                          | 蒸氣                             | 💨        | chunks=['va', 'por'] | py=ㄈㄝ-ㄆㄜ | theme=science | stage=2
 4329 | acid                           | 酸                              | ⚗️       | chunks=['ac', 'id'] | py=ㄚ-ㄗㄜㄉ | theme=science | stage=2
 4330 | ion                            | 離子                             | ⚛️       | chunks=['i', 'on'] | py=ㄞ-ㄢ | theme=science | stage=3
 4331 | electron                       | 電子                             | ⚛️       | chunks=['e', 'lec', 'tron'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄚㄣ | theme=science | stage=2
 4332 | proton                         | 質子                             | ⚛️       | chunks=['pro', 'ton'] | py=ㄆㄌㄛ-ㄊㄚㄣ | theme=science | stage=3
 4333 | neutron                        | 中子                             | ⚛️       | chunks=['neu', 'tron'] | py=ㄋㄨ-ㄊㄌㄚㄣ | theme=science | stage=3
 4334 | dna                            | DNA 去氧核醣核酸                     | 🧬        | chunks=['d', 'n', 'a'] | py=ㄉㄧ-ㄝㄣ-ㄝ | theme=science | stage=1
 4335 | rna                            | RNA 核糖核酸                       | 🧬        | chunks=['r', 'n', 'a'] | py=ㄚㄦ-ㄝㄣ-ㄝ | theme=science | stage=2
 4336 | gene                           | 基因                             | 🧬        | chunks=['g', 'ene'] | py=ㄐㄧㄣ | theme=science | stage=1
 4337 | chromosome                     | 染色體                            | 🧬        | chunks=['chro', 'mo', 'some'] | py=ㄎㄌㄛ-ㄇㄜ-ㄙㄛㄇ | theme=science | stage=3
 4338 | genome                         | 基因組                            | 🧬        | chunks=['ge', 'nome'] | py=ㄐㄧ-ㄋㄛㄇ | theme=science | stage=2
 4339 | evolution                      | 演化                             | 🦕        | chunks=['e', 'vo', 'lu', 'tion'] | py=ㄝ-ㄈㄜ-ㄌㄨ-ㄒㄣ | theme=science | stage=2
 4340 | mutation                       | 突變                             | 🧬        | chunks=['mu', 'ta', 'tion'] | py=ㄇㄧㄨ-ㄊㄝ-ㄒㄣ | theme=science | stage=2 base=mute
 4341 | adaptation                     | 適應                             | 🔄        | chunks=['ad', 'ap', 'ta', 'tion'] | py=ㄚ-ㄉㄚㄆ-ㄊㄝ-ㄒㄣ | theme=science | stage=2 base=adapt
 4342 | organism                       | 生物體                            | 🦠        | chunks=['or', 'gan', 'ism'] | py=ㄛㄦ-ㄍㄚ-ㄋㄧㄗㄣ | theme=science | stage=2
 4343 | photosynthesis                 | 光合作用                           | 🌿        | chunks=['pho', 'to', 'syn', 'the', 'sis'] | py=ㄈㄛ-ㄊㄛ-ㄒㄧㄣ-ㄙㄜ-ㄒㄜㄙ | theme=science | stage=2
 4344 | respiration                    | 呼吸作用                           | 🫁        | chunks=['res', 'pi', 'ra', 'tion'] | py=ㄌㄝㄙ-ㄆㄜ-ㄌㄝ-ㄒㄣ | theme=science | stage=3
 4345 | metabolism                     | 新陳代謝                           | 🔄        | chunks=['me', 'tab', 'o', 'lism'] | py=ㄇㄜ-ㄊㄚ-ㄅㄜ-ㄌㄧㄗㄣ | theme=science | stage=3
 4346 | neuron                         | 神經元                            | 🧠        | chunks=['neu', 'ron'] | py=ㄋㄨ-ㄌㄚㄣ | theme=science | stage=3
 4347 | synapse                        | 突觸                             | ⚡        | chunks=['syn', 'apse'] | py=ㄒㄧㄣ-ㄚㄆㄙ | theme=science | stage=3
 4348 | hormone                        | 荷爾蒙                            | ⚗️       | chunks=['hor', 'mone'] | py=ㄏㄛㄦ-ㄇㄛㄣ | theme=science | stage=2
 4349 | enzyme                         | 酵素                             | ⚗️       | chunks=['en', 'zyme'] | py=ㄣ-ㄗㄞㄇ | theme=science | stage=3
 4350 | electrolysis                   | 電解                             | ⚡        | chunks=['e', 'lec', 'trol', 'y', 'sis'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄚ-ㄜ-ㄒㄜㄙ | theme=science | stage=3
 4351 | oxidation                      | 氧化                             | ⚗️       | chunks=['ox', 'i', 'da', 'tion'] | py=ㄚㄎ-ㄙㄜ-ㄉㄝ-ㄒㄣ | theme=science | stage=3
 4352 | reduction                      | 減少、還原(化學)                      | ⚗️       | chunks=['re', 'duc', 'tion'] | py=ㄌㄧ-ㄉㄚㄎ-ㄒㄣ | theme=science | stage=2 base=reduce
 4353 | catalyst                       | 催化劑                            | ⚗️       | chunks=['cat', 'a', 'lyst'] | py=ㄎㄚ-ㄊㄜ-ㄌㄧㄙㄊ | theme=science | stage=3
 4354 | universe                       | 宇宙                             | 🌌        | chunks=['u', 'ni', 'verse'] | py=ㄧㄨ-ㄋㄜ-ㄈㄜㄙ | theme=science | stage=1
 4355 | galaxy                         | 銀河系                            | 🌌        | chunks=['gal', 'ax', 'y'] | py=ㄍㄚ-ㄌㄚㄎ-ㄒㄧ | theme=science | stage=1
 4356 | planet                         | 行星                             | 🪐        | chunks=['plan', 'et'] | py=ㄆㄌㄚ-ㄋㄝㄊ | theme=science | stage=1
 4357 | comet                          | 彗星                             | ☄️       | chunks=['co', 'met'] | py=ㄎㄚ-ㄇㄝㄊ | theme=science | stage=2
 4358 | meteor                         | 流星                             | ☄️       | chunks=['me', 'te', 'or'] | py=ㄇㄧ-ㄊㄧ-ㄜ | theme=science | stage=2
 4359 | asteroid                       | 小行星                            | ☄️       | chunks=['as', 'ter', 'oid'] | py=ㄚㄙ-ㄊㄜ-ㄛㄧㄉ | theme=science | stage=2
 4360 | orbit                          | 軌道                             | 🌍        | chunks=['or', 'bit'] | py=ㄛㄦ-ㄅㄜㄊ | theme=science | stage=2
 4361 | eclipse                        | 日食、月食                          | 🌒        | chunks=['e', 'clipse'] | py=ㄧ-ㄎㄌㄧㄆㄙ | theme=science | stage=2
 4362 | supernova                      | 超新星                            | 💥        | chunks=['su', 'per', 'no', 'va'] | py=ㄙㄨ-ㄆㄜ-ㄋㄛ-ㄈㄚ | theme=science | stage=3
 4363 | blackhole                      | 黑洞                             | 🕳️       | chunks=['black', 'hole'] | py=ㄅㄌㄚㄎ-ㄏㄛㄦ | theme=science | stage=2
 4364 | nebula                         | 星雲                             | 🌌        | chunks=['neb', 'u', 'la'] | py=ㄋㄝ-ㄅㄧㄨ-ㄌㄚ | theme=science | stage=3
 4365 | quantum                        | 量子                             | ⚛️       | chunks=['quan', 'tum'] | py=ㄎㄨㄢ-ㄊㄣ | theme=science | stage=3
 4366 | relativity                     | 相對論                            | ⏳        | chunks=['rel', 'a', 'tiv', 'i', 'ty'] | py=ㄌㄝ-ㄌㄜ-ㄊㄧ-ㄈㄜ-ㄊㄧ | theme=science | stage=3
 4367 | dinosaur                       | 恐龍                             | 🦕        | chunks=['di', 'no', 'saur'] | py=ㄉㄞ-ㄋㄜ-ㄙㄛㄦ | theme=science | stage=1
 4368 | prehistoric                    | 史前                             | 🦕        | chunks=['pre', 'his', 'tor', 'ic'] | py=ㄆㄌㄧ-ㄏㄧㄙ-ㄊㄛ-ㄌㄧㄎ | theme=science | stage=2
 4369 | science                        | 科學                             | 🔬        | chunks=['sci', 'ence'] | py=ㄙㄞ-ㄢㄙ | theme=science | stage=1
 4370 | scientific                     | 科學的                            | 🔬        | chunks=['sci', 'en', 'ti', 'fic'] | py=ㄙㄞ-ㄣ-ㄊㄜ-ㄈㄧㄎ | theme=science | stage=2
 4371 | biotech                        | 生物科技                           | 🧬        | chunks=['bi', 'o', 'tech'] | py=ㄅㄞ-ㄛ-ㄊㄝㄎ | theme=science | stage=3
 4372 | biotechnology                  | 生物科技                           | 🧬        | chunks=['bi', 'o', 'tech', 'nol', 'o', 'gy'] | py=ㄅㄞ-ㄛ-ㄊㄝㄎ-ㄋㄚ-ㄜ-ㄐㄧ | theme=science | stage=3
 4373 | nanotech                       | 奈米科技                           | 🔬        | chunks=['nan', 'o', 'tech'] | py=ㄋㄚ-ㄋㄛ-ㄊㄝㄎ | theme=science | stage=3
 4374 | robotics                       | 機器人學                           | 🤖        | chunks=['ro', 'bot', 'ics'] | py=ㄌㄛ-ㄅㄚ-ㄊㄧㄎㄙ | theme=science | stage=2
 4375 | genetics                       | 遺傳學                            | 🧬        | chunks=['ge', 'net', 'ics'] | py=ㄐㄜ-ㄋㄝ-ㄊㄧㄎㄙ | theme=science | stage=3
 4376 | geneticist                     | 遺傳學家                           | 🧬        | chunks=['ge', 'net', 'i', 'cist'] | py=ㄐㄜ-ㄋㄝ-ㄊㄜ-ㄒㄧㄙㄊ | theme=science | stage=3
