# 字 0-1499
    0 | bedtime                        | 就寢時間                           | 🛏️🕘      | chunks=['bed', 'time'] | py=ㄅㄝㄉ-ㄊㄞㄇ | theme=phonics-compound | stage=0
 1123 | beef                           | 牛肉                             | 🥩        | chunks=['b', 'eef'] | py=ㄅㄧㄈ | theme=food | stage=0
 1124 | pork                           | 豬肉                             | 🥓        | chunks=['p', 'ork'] | py=ㄆㄛㄦㄎ | theme=food | stage=0
 1125 | seafood                        | 海鮮                             | 🦐        | chunks=['sea', 'food'] | py=ㄒㄧ-ㄈㄨㄉ | theme=food | stage=1
 1126 | salad                          | 沙拉                             | 🥗        | chunks=['sa', 'lad'] | py=ㄙㄚ-ㄌㄜㄉ | theme=food | stage=0
 1127 | sauce                          | 醬汁                             | 🍶        | chunks=['s', 'auce'] | py=ㄙㄛㄙ | theme=food | stage=1
 1128 | ketchup                        | 番茄醬                            | 🍅        | chunks=['ket', 'chup'] | py=ㄎㄝ-ㄑㄚㄆ | theme=food | stage=1
 1129 | honey                          | 蜂蜜                             | 🍯        | chunks=['ho', 'ney'] | py=ㄏㄚ-ㄋㄧ | theme=food | stage=0
 1130 | jam                            | 果醬                             | 🍓        | chunks=['j', 'am'] | py=ㄐㄚㄇ | theme=food | stage=0
 1131 | syrup                          | 糖漿                             | 🍯        | chunks=['sy', 'rup'] | py=ㄒㄜ-ㄌㄚㄆ | theme=food | stage=2
 1132 | flour                          | 麵粉                             | 🌾        | chunks=['fl', 'our'] | py=ㄈㄌㄠㄜ | theme=food | stage=1 [有易混提示]
 1133 | sugar                          | 糖                              | 🍬        | chunks=['su', 'gar'] | py=ㄒㄨ-ㄍㄜ | theme=food | stage=0
 1134 | salt                           | 鹽                              | 🧂        | chunks=['s', 'alt'] | py=ㄙㄛㄦㄊ | theme=food | stage=0
 1135 | spice                          | 香料                             | 🌶️       | chunks=['sp', 'ice'] | py=ㄙㄆㄞㄙ | theme=food | stage=1
 1136 | herb                           | 香草                             | 🌿        | chunks=['h', 'erb'] | py=ㄜㄅ | theme=food | stage=2
 1137 | oil                            | 油                              | 🫗        | chunks=['o', 'il'] | py=ㄛㄧㄦ | theme=food | stage=0
 1138 | nut                            | 堅果                             | 🥜        | chunks=['n', 'ut'] | py=ㄋㄚㄊ | theme=food | stage=0
 1139 | seed                           | 種子                             | 🌱        | chunks=['s', 'eed'] | py=ㄒㄧㄉ | theme=food | stage=1
 1140 | wheat                          | 小麥                             | 🌾        | chunks=['wh', 'eat'] | py=ㄨㄧㄊ | theme=food | stage=1
 1141 | bagel                          | 貝果                             | 🥯        | chunks=['ba', 'gel'] | py=ㄅㄟ-ㄍㄜ | theme=food | stage=1
 1142 | pretzel                        | 蝴蝶餅                            | 🥨        | chunks=['pret', 'zel'] | py=ㄆㄌㄝ-ㄗㄜ | theme=food | stage=2
 1143 | taco                           | 墨西哥捲                           | 🌮        | chunks=['ta', 'co'] | py=ㄊㄚ-ㄎㄛ | theme=food | stage=1
 1144 | burrito                        | 墨西哥捲餅                          | 🌯        | chunks=['bur', 'ri', 'to'] | py=ㄅㄜ-ㄌㄧ-ㄊㄛ | theme=food | stage=2
 1145 | sushi                          | 壽司                             | 🍣        | chunks=['su', 'shi'] | py=ㄙㄨ-ㄒㄧ | theme=food | stage=1
 1146 | dumpling                       | 水餃                             | 🥟        | chunks=['dump', 'ling'] | py=ㄉㄚㄇㄆ-ㄌㄧㄥ | theme=food | stage=1
 1147 | jelly                          | 果凍                             | 🍮        | chunks=['jel', 'ly'] | py=ㄐㄝ-ㄌㄧ | theme=food | stage=1
 1148 | marshmallow                    | 棉花糖                            | 🍡        | chunks=['marsh', 'mal', 'low'] | py=ㄇㄚㄦㄒ-ㄇㄚ-ㄌㄛ | theme=food | stage=2
 1149 | peanut                         | 花生                             | 🥜        | chunks=['pea', 'nut'] | py=ㄆㄧ-ㄋㄚㄊ | theme=food | stage=1
 1150 | almond                         | 杏仁                             | 🥜        | chunks=['al', 'mond'] | py=ㄚ-ㄇㄢㄉ | theme=food | stage=2
 1151 | walnut                         | 核桃                             | 🥜        | chunks=['wal', 'nut'] | py=ㄨㄛㄦ-ㄋㄚㄊ | theme=food | stage=2
 1152 | raisin                         | 葡萄乾                            | 🍇        | chunks=['rai', 'sin'] | py=ㄌㄟ-ㄗㄣ | theme=food | stage=2
 1153 | broth                          | 清湯                             | 🥣        | chunks=['br', 'oth'] | py=ㄅㄌㄚㄙ | theme=food | stage=2
 1154 | oats                           | 燕麥                             | 🌾        | chunks=['o', 'ats'] | py=ㄛㄊㄙ | theme=food | stage=2
 1155 | grain                          | 穀物                             | 🌾        | chunks=['gr', 'ain'] | py=ㄍㄌㄟㄣ | theme=food | stage=2
 1156 | academy                        | 學院                             | 🏫        | chunks=['a', 'ca', 'de', 'my'] | py=ㄚ-ㄎㄚ-ㄉㄜ-ㄇㄧ | theme=school | stage=2
 1157 | classroom                      | 教室                             | 🏫        | chunks=['class', 'room'] | py=ㄎㄌㄚㄙ-ㄌㄨㄣ | theme=school | stage=0
 1158 | notebook                       | 筆記本                            | 📓        | chunks=['note', 'book'] | py=ㄋㄛㄊ-ㄅㄨㄎ | theme=school | stage=0
 1159 | eraser                         | 橡皮擦                            | 🧽        | chunks=['e', 'ra', 'ser'] | py=ㄧ-ㄌㄟ-ㄗㄜ | theme=school | stage=0 base=erase
 1160 | marker                         | 麥克筆                            | 🖍️       | chunks=['mar', 'ker'] | py=ㄇㄚㄦ-ㄎㄜ | theme=school | stage=1 base=mark
 1161 | crayon                         | 蠟筆                             | 🖍️       | chunks=['cra', 'yon'] | py=ㄎㄌㄟ-ㄢ | theme=school | stage=1
 1162 | chalk                          | 粉筆                             | 📝        | chunks=['ch', 'alk'] | py=ㄑㄛㄎ | theme=school | stage=1
 1163 | board                          | 白板                             | 📋        | chunks=['b', 'oard'] | py=ㄅㄛㄦㄉ | theme=school | stage=0 [有易混提示]
 1164 | backpack                       | 背包                             | 🎒        | chunks=['back', 'pack'] | py=ㄅㄚㄎ-ㄆㄚㄎ | theme=school | stage=0
 1165 | lunchbox                       | 便當盒                            | 🍱        | chunks=['lunch', 'box'] | py=ㄌㄚㄣㄑ-ㄅㄚㄎㄙ | theme=school | stage=1
 1166 | textbook                       | 課本                             | 📖        | chunks=['text', 'book'] | py=ㄊㄝㄎㄙㄊ-ㄅㄨㄎ | theme=school | stage=1
 1167 | dictionary                     | 字典                             | 📔        | chunks=['dic', 'tion', 'a', 'ry'] | py=ㄉㄧㄎ-ㄒㄣ-ㄝ-ㄌㄧ | theme=school | stage=1
 1168 | homework                       | 作業                             | 📝        | chunks=['home', 'work'] | py=ㄏㄛㄇ-ㄨㄜㄎ | theme=school | stage=0
 1169 | test                           | 測驗                             | 📝        | chunks=['t', 'est'] | py=ㄊㄝㄙㄊ | theme=school | stage=0
 1170 | exam                           | 考試                             | 📝        | chunks=['ex', 'am'] | py=ㄧㄍ-ㄗㄚㄇ | theme=school | stage=1
 1171 | quiz                           | 小考                             | 📝        | chunks=['qu', 'iz'] | py=ㄎㄨㄧㄗ | theme=school | stage=1
 1172 | grade                          | 成績                             | 💯        | chunks=['gr', 'ade'] | py=ㄍㄌㄟㄉ | theme=school | stage=1
 1173 | lesson                         | 一課、課                           | 📚        | chunks=['les', 'son'] | py=ㄌㄝ-ㄙㄣ | theme=school | stage=1
 1174 | subject                        | 科目                             | 📚        | chunks=['sub', 'ject'] | py=ㄙㄚㄅ-ㄐㄝㄎㄊ | theme=school | stage=1
 1175 | math                           | 數學                             | ➗        | chunks=['m', 'ath'] | py=ㄇㄚㄙ | theme=school | stage=0
 1176 | english                        | 英文                             | 🇬🇧       | chunks=['en', 'glish'] | py=ㄧㄥ-ㄍㄌㄧㄒ | theme=school | stage=0
 1177 | principal                      | 校長                             | 👨‍🏫      | chunks=['prin', 'ci', 'pal'] | py=ㄆㄌㄧㄣ-ㄙㄜ-ㄆㄜ | theme=school | stage=2 [有易混提示]
 1178 | classmate                      | 同學                             | 🧑‍🎓      | chunks=['class', 'mate'] | py=ㄎㄌㄚㄙ-ㄇㄝㄊ | theme=school | stage=1
 1179 | bell                           | 鈴聲                             | 🔔        | chunks=['b', 'ell'] | py=ㄅㄝㄦ | theme=school | stage=0
 1180 | recess                         | 下課                             | ⏸️       | chunks=['re', 'cess'] | py=ㄌㄧ-ㄙㄝㄙ | theme=school | stage=2
 1181 | graduation                     | 畢業                             | 🎓        | chunks=['grad', 'u', 'a', 'tion'] | py=ㄍㄌㄚ-ㄐㄧㄨ-ㄝ-ㄒㄣ | theme=school | stage=2
 1182 | diploma                        | 文憑                             | 📜        | chunks=['di', 'plo', 'ma'] | py=ㄉㄧ-ㄆㄌㄛ-ㄇㄚ | theme=school | stage=3
 1183 | library                        | 圖書館                            | 📚        | chunks=['li', 'bra', 'ry'] | py=ㄌㄞ-ㄅㄌㄝ-ㄌㄧ | theme=school | stage=1
 1184 | college                        | 學院、大學                          | 🎓        | chunks=['col', 'lege'] | py=ㄎㄚ-ㄌㄧㄐ | theme=school | stage=1
 1185 | university                     | 大學                             | 🎓        | chunks=['u', 'ni', 'ver', 'si', 'ty'] | py=ㄧㄨ-ㄋㄧ-ㄈㄜ-ㄙㄜ-ㄊㄧ | theme=school | stage=2
 1186 | professor                      | 教授                             | 👨‍🏫      | chunks=['pro', 'fes', 'sor'] | py=ㄆㄜ-ㄈㄝ-ㄙㄜ | theme=school | stage=2 base=profess
 1187 | kindergarten                   | 幼稚園                            | 🏫        | chunks=['kin', 'der', 'gar', 'ten'] | py=ㄎㄧㄣ-ㄉㄜ-ㄍㄚㄦ-ㄉㄣ | theme=school | stage=2
 1188 | preschool                      | 學前                             | 🏫        | chunks=['pre', 'school'] | py=ㄆㄌㄧ-ㄙㄎㄨㄦ | theme=school | stage=2
 1189 | scholarship                    | 獎學金                            | 💰        | chunks=['scho', 'lar', 'ship'] | py=ㄙㄎㄚ-ㄌㄜ-ㄒㄧㄆ | theme=school | stage=3
 1190 | tuition                        | 學費                             | 💵        | chunks=['tu', 'i', 'tion'] | py=ㄊㄧㄨ-ㄧ-ㄒㄣ | theme=school | stage=3
 1191 | course                         | 課程                             | 📚        | chunks=['c', 'ourse'] | py=ㄎㄛㄦㄙ | theme=school | stage=1
 1192 | lecture                        | 講課                             | 🎤        | chunks=['lec', 'ture'] | py=ㄌㄝㄎ-ㄑㄜ | theme=school | stage=2
 1193 | essay                          | 作文                             | 📝        | chunks=['es', 'say'] | py=ㄝ-ㄙㄟ | theme=school | stage=2
 1194 | project                        | 專題                             | 📊        | chunks=['pro', 'ject'] | py=ㄆㄌㄚ-ㄐㄝㄎㄊ | theme=school | stage=1
 1195 | presentation                   | 簡報、口頭報告                        | 📊        | chunks=['pre', 'sen', 'ta', 'tion'] | py=ㄆㄌㄝ-ㄗㄣ-ㄊㄟ-ㄒㄣ | theme=school | stage=2 base=present
 1196 | report                         | 報告                             | 📄        | chunks=['re', 'port'] | py=ㄌㄧ-ㄆㄛㄦㄊ | theme=school | stage=1
 1197 | assignment                     | 指派作業、任務                        | 📝        | chunks=['as', 'sign', 'ment'] | py=ㄚ-ㄙㄞㄣ-ㄇㄣㄊ | theme=school | stage=2 base=assign
 1198 | grammar                        | 文法                             | 📖        | chunks=['gram', 'mar'] | py=ㄍㄌㄚ-ㄇㄜ | theme=school | stage=2
 1199 | alphabet                       | 字母                             | 🔤        | chunks=['al', 'pha', 'bet'] | py=ㄚㄦ-ㄈㄚ-ㄅㄝㄊ | theme=school | stage=1
 1200 | sentence                       | 句子                             | 📝        | chunks=['sen', 'tence'] | py=ㄙㄣ-ㄊㄣㄙ | theme=school | stage=1
 1201 | roof                           | 屋頂                             | 🏠        | chunks=['r', 'oof'] | py=ㄌㄨㄈ | theme=home-items | stage=0
 1202 | wall                           | 牆                              | 🧱        | chunks=['w', 'all'] | py=ㄨㄛㄦ | theme=home-items | stage=0
 1203 | floor                          | 地板                             | 🟫        | chunks=['fl', 'oor'] | py=ㄈㄌㄛㄦ | theme=home-items | stage=0
 1204 | ceiling                        | 天花板                            | ⬜        | chunks=['cei', 'ling'] | py=ㄒㄧ-ㄌㄧㄥ | theme=home-items | stage=1
 1205 | stairs                         | 樓梯                             | 🪜        | chunks=['st', 'airs'] | py=ㄙㄉㄝㄗ | theme=home-items | stage=0
 1206 | staircase                      | 階梯                             | 🪜        | chunks=['stair', 'case'] | py=ㄙㄉㄝ-ㄎㄝㄙ | theme=home-items | stage=1
 1207 | carpet                         | 地毯                             | 🟫        | chunks=['car', 'pet'] | py=ㄎㄚㄦ-ㄆㄝㄊ | theme=home-items | stage=1
 1208 | rug                            | 小地毯                            | 🟫        | chunks=['r', 'ug'] | py=ㄌㄚㄍ | theme=home-items | stage=1
 1209 | curtain                        | 窗簾                             | 🪟        | chunks=['cur', 'tain'] | py=ㄎㄜ-ㄊㄣ | theme=home-items | stage=1
 1210 | blanket                        | 毯子                             | 🛏️       | chunks=['blan', 'ket'] | py=ㄅㄌㄢ-ㄎㄝㄊ | theme=home-items | stage=1
 1211 | sheet                          | 床單                             | 🛏️       | chunks=['sh', 'eet'] | py=ㄒㄧㄊ | theme=home-items | stage=1
 1212 | mattress                       | 床墊                             | 🛏️       | chunks=['mat', 'tress'] | py=ㄇㄚ-ㄊㄌㄝㄙ | theme=home-items | stage=2
 1213 | fan                            | 電風扇                            | 💨        | chunks=['f', 'an'] | py=ㄈㄚㄣ | theme=home-items | stage=0
 1214 | heater                         | 暖氣                             | ♨️       | chunks=['hea', 'ter'] | py=ㄏㄧ-ㄊㄜ | theme=home-items | stage=1 base=heat
 1215 | radiator                       | 散熱器                            | ♨️       | chunks=['ra', 'di', 'a', 'tor'] | py=ㄌㄟ-ㄉㄧ-ㄝ-ㄊㄜ | theme=home-items | stage=3 base=radiate
 1216 | cushion                        | 椅墊                             | 🛋️       | chunks=['cu', 'shion'] | py=ㄎㄨ-ㄒㄣ | theme=home-items | stage=1
 1217 | closet                         | 衣櫥                             | 🚪        | chunks=['clo', 'set'] | py=ㄎㄌㄚ-ㄗㄝㄊ | theme=home-items | stage=1
 1218 | wardrobe                       | 衣櫃                             | 🚪        | chunks=['ward', 'robe'] | py=ㄨㄛㄦ-ㄉㄌㄛㄅ | theme=home-items | stage=2
 1219 | drawer                         | 抽屜                             | 🗄️       | chunks=['dr', 'awer'] | py=ㄉㄌㄛㄜ | theme=home-items | stage=1 base=draw
 1220 | shelf                          | 架子                             | 🪑        | chunks=['sh', 'elf'] | py=ㄒㄝㄦㄈ | theme=home-items | stage=1
 1221 | bookshelf                      | 書架                             | 📚        | chunks=['book', 'shelf'] | py=ㄅㄨㄎ-ㄒㄝㄦㄈ | theme=home-items | stage=1
 1222 | cabinet                        | 櫥櫃                             | 🗄️       | chunks=['ca', 'bi', 'net'] | py=ㄎㄚ-ㄅㄧ-ㄋㄝㄊ | theme=home-items | stage=2
 1223 | cupboard                       | 碗櫃                             | 🗄️       | chunks=['cup', 'board'] | py=ㄎㄚ-ㄅㄜㄉ | theme=home-items | stage=2
 1224 | dresser                        | 梳妝台                            | 🪞        | chunks=['dres', 'ser'] | py=ㄉㄌㄝ-ㄙㄜ | theme=home-items | stage=2
 1225 | nightstand                     | 床頭櫃                            | 🛏️       | chunks=['night', 'stand'] | py=ㄋㄞㄊ-ㄙㄉㄢㄉ | theme=home-items | stage=2
 1226 | fireplace                      | 壁爐                             | 🔥        | chunks=['fire', 'place'] | py=ㄈㄞㄜ-ㄆㄌㄝㄙ | theme=home-items | stage=1
 1227 | chimney                        | 煙囪                             | 🏠        | chunks=['chim', 'ney'] | py=ㄑㄧㄇ-ㄋㄧ | theme=home-items | stage=2
 1228 | doorbell                       | 門鈴                             | 🔔        | chunks=['door', 'bell'] | py=ㄉㄛㄦ-ㄅㄝㄦ | theme=home-items | stage=1
 1229 | doormat                        | 門墊                             | 🚪        | chunks=['door', 'mat'] | py=ㄉㄛㄦ-ㄇㄚㄊ | theme=home-items | stage=2
 1230 | switch                         | 開關                             | 🎚️       | chunks=['sw', 'itch'] | py=ㄙㄨㄧㄑ | theme=home-items | stage=1
 1231 | socket                         | 插座                             | 🔌        | chunks=['soc', 'ket'] | py=ㄙㄚ-ㄎㄝㄊ | theme=home-items | stage=2
 1232 | plug                           | 插頭                             | 🔌        | chunks=['pl', 'ug'] | py=ㄆㄌㄚㄍ | theme=home-items | stage=1
 1233 | wire                           | 電線                             | 🪢        | chunks=['w', 'ire'] | py=ㄨㄞㄜ | theme=home-items | stage=1
 1234 | bulb                           | 燈泡                             | 💡        | chunks=['b', 'ulb'] | py=ㄅㄚㄦㄅ | theme=home-items | stage=1
 1235 | candle                         | 蠟燭                             | 🕯️       | chunks=['can', 'dle'] | py=ㄎㄢ-ㄉㄜ | theme=home-items | stage=0
 1236 | vase                           | 花瓶                             | 🏺        | chunks=['v', 'ase'] | py=ㄈㄟㄙ | theme=home-items | stage=1
 1237 | frame                          | 相框                             | 🖼️       | chunks=['fr', 'ame'] | py=ㄈㄌㄟㄇ | theme=home-items | stage=1
 1238 | painting                       | 畫                              | 🖼️       | chunks=['paint', 'ing'] | py=ㄆㄟㄣ-ㄊㄧㄥ | theme=home-items | stage=1 base=paint
 1239 | poster                         | 海報                             | 🖼️       | chunks=['pos', 'ter'] | py=ㄆㄛㄙ-ㄊㄜ | theme=home-items | stage=1
 1240 | broom                          | 掃帚                             | 🧹        | chunks=['br', 'oom'] | py=ㄅㄌㄨㄣ | theme=home-items | stage=1
 1241 | mop                            | 拖把                             | 🧽        | chunks=['m', 'op'] | py=ㄇㄚㄆ | theme=home-items | stage=1
 1242 | dustpan                        | 畚箕                             | 🧹        | chunks=['dust', 'pan'] | py=ㄉㄚㄙㄊ-ㄆㄢ | theme=home-items | stage=2
 1243 | vacuum                         | 吸塵器                            | 🧹        | chunks=['va', 'cu', 'um'] | py=ㄈㄚ-ㄎㄧㄨ-ㄦㄇ | theme=home-items | stage=2
 1244 | hanger                         | 衣架                             | 🧥        | chunks=['han', 'ger'] | py=ㄏㄢ-ㄍㄜ | theme=home-items | stage=1 base=hang
 1245 | hall                           | 大廳                             | 🏛️       | chunks=['h', 'all'] | py=ㄏㄛㄦ | theme=home-items | stage=1
 1246 | hallway                        | 走廊                             | 🚪        | chunks=['hall', 'way'] | py=ㄏㄛㄦ-ㄨㄝ | theme=home-items | stage=1
 1247 | garage                         | 車庫                             | 🏠        | chunks=['ga', 'rage'] | py=ㄍㄚ-ㄌㄚㄐ | theme=home-items | stage=1
 1248 | attic                          | 閣樓                             | 🏠        | chunks=['at', 'tic'] | py=ㄚ-ㄊㄧㄎ | theme=home-items | stage=2
 1249 | basement                       | 地下室                            | 🏠        | chunks=['base', 'ment'] | py=ㄅㄝㄙ-ㄇㄣㄊ | theme=home-items | stage=2 base=base
 1250 | balcony                        | 陽台                             | 🏠        | chunks=['bal', 'co', 'ny'] | py=ㄅㄚㄦ-ㄎㄜ-ㄋㄧ | theme=home-items | stage=2
 1251 | lawyer                         | 律師                             | ⚖️       | chunks=['law', 'yer'] | py=ㄌㄛ-ㄧㄜ | theme=jobs | stage=1
 1252 | engineer                       | 工程師                            | 👷        | chunks=['en', 'gi', 'neer'] | py=ㄝㄣ-ㄐㄜ-ㄋㄧㄦ | theme=jobs | stage=1 base=engine
 1253 | designer                       | 設計師                            | 🎨        | chunks=['de', 'sig', 'ner'] | py=ㄉㄧ-ㄗㄞ-ㄋㄜ | theme=jobs | stage=1 base=design
 1254 | writer                         | 作家                             | ✍️       | chunks=['wri', 'ter'] | py=ㄌㄞ-ㄊㄜ | theme=jobs | stage=1 base=write
 1255 | actor                          | 男演員                            | 🎭        | chunks=['ac', 'tor'] | py=ㄚㄎ-ㄊㄜ | theme=jobs | stage=1 base=act
 1256 | actress                        | 女演員                            | 🎭        | chunks=['ac', 'tress'] | py=ㄚㄎ-ㄊㄌㄝㄙ | theme=jobs | stage=1 base=act
 1257 | dancer                         | 舞者                             | 💃        | chunks=['dan', 'cer'] | py=ㄉㄢ-ㄙㄜ | theme=jobs | stage=1 base=dance
 1258 | musician                       | 音樂家                            | 🎵        | chunks=['mu', 'si', 'cian'] | py=ㄇㄧㄨ-ㄗㄧ-ㄒㄢ | theme=jobs | stage=1
 1259 | painter                        | 畫家                             | 🎨        | chunks=['pain', 'ter'] | py=ㄆㄟㄣ-ㄊㄜ | theme=jobs | stage=1 base=paint
 1260 | photographer                   | 攝影師                            | 📷        | chunks=['pho', 'tog', 'ra', 'pher'] | py=ㄈㄜ-ㄊㄚ-ㄍㄌㄜ-ㄈㄜ | theme=jobs | stage=2 base=photograph
 1261 | director                       | 導演                             | 🎬        | chunks=['di', 'rec', 'tor'] | py=ㄉㄜ-ㄌㄝㄎ-ㄊㄜ | theme=jobs | stage=2 base=direct
 1262 | producer                       | 製作人                            | 🎬        | chunks=['pro', 'du', 'cer'] | py=ㄆㄜ-ㄉㄧㄨ-ㄙㄜ | theme=jobs | stage=2 base=produce
 1263 | clerk                          | 店員                             | 🧑‍💼      | chunks=['cl', 'erk'] | py=ㄎㄌㄜㄎ | theme=jobs | stage=1
 1264 | cashier                        | 收銀員                            | 💵        | chunks=['cash', 'ier'] | py=ㄎㄚ-ㄒㄧㄦ | theme=jobs | stage=1 base=cash
 1265 | manager                        | 經理                             | 🧑‍💼      | chunks=['man', 'a', 'ger'] | py=ㄇㄚ-ㄋㄚ-ㄐㄜ | theme=jobs | stage=1 base=manage
 1266 | boss                           | 老闆                             | 🧑‍💼      | chunks=['b', 'oss'] | py=ㄅㄚㄙ | theme=jobs | stage=1
 1267 | owner                          | 擁有者                            | 🏠        | chunks=['ow', 'ner'] | py=ㄛ-ㄋㄜ | theme=jobs | stage=1 base=own
 1268 | plumber                        | 水管工                            | 🔧        | chunks=['plum', 'ber'] | py=ㄆㄌㄚ-ㄇㄜ | theme=jobs | stage=2
 1269 | carpenter                      | 木匠                             | 🪚        | chunks=['car', 'pen', 'ter'] | py=ㄎㄚㄦ-ㄆㄣ-ㄊㄜ | theme=jobs | stage=2
 1270 | mechanic                       | 機械工                            | 🔧        | chunks=['me', 'cha', 'nic'] | py=ㄇㄜ-ㄎㄚ-ㄋㄧㄎ | theme=jobs | stage=2
 1271 | electrician                    | 電工                             | ⚡        | chunks=['e', 'lec', 'tri', 'cian'] | py=ㄧ-ㄌㄝㄎ-ㄊㄌㄧ-ㄒㄢ | theme=jobs | stage=2
 1272 | pilot                          | 飛行員                            | ✈️       | chunks=['pi', 'lot'] | py=ㄆㄞ-ㄌㄝㄊ | theme=jobs | stage=1
 1273 | captain                        | 船長                             | ⚓        | chunks=['cap', 'tain'] | py=ㄎㄚㄆ-ㄊㄣ | theme=jobs | stage=1
 1274 | soldier                        | 士兵                             | 🪖        | chunks=['sol', 'dier'] | py=ㄙㄛㄦ-ㄐㄜ | theme=jobs | stage=1
 1275 | sailor                         | 水手                             | ⛵        | chunks=['sai', 'lor'] | py=ㄙㄟ-ㄌㄜ | theme=jobs | stage=1 base=sail
 1276 | firefighter                    | 消防員                            | 🚒        | chunks=['fire', 'figh', 'ter'] | py=ㄈㄞㄜ-ㄈㄞ-ㄊㄜ | theme=jobs | stage=1
 1277 | judge                          | 法官                             | ⚖️       | chunks=['j', 'udge'] | py=ㄐㄚㄐ | theme=jobs | stage=2
 1278 | mayor                          | 市長                             | 🏛️       | chunks=['may', 'or'] | py=ㄇㄟ-ㄜ | theme=jobs | stage=2
 1279 | president                      | 總統                             | 🇺🇸       | chunks=['pre', 'si', 'dent'] | py=ㄆㄌㄝ-ㄗㄜ-ㄉㄣㄊ | theme=jobs | stage=1
 1280 | secretary                      | 秘書                             | 📋        | chunks=['sec', 're', 'ta', 'ry'] | py=ㄙㄝㄎ-ㄌㄜ-ㄊㄝ-ㄌㄧ | theme=jobs | stage=2
 1281 | assistant                      | 助理                             | 🧑‍💼      | chunks=['as', 'sis', 'tant'] | py=ㄚ-ㄒㄧㄙ-ㄊㄣㄊ | theme=jobs | stage=2
 1282 | accountant                     | 會計                             | 💼        | chunks=['ac', 'coun', 'tant'] | py=ㄚ-ㄎㄠㄣ-ㄊㄣㄊ | theme=jobs | stage=2
 1283 | banker                         | 銀行家                            | 🏦        | chunks=['ban', 'ker'] | py=ㄅㄢ-ㄎㄜ | theme=jobs | stage=1 base=bank
 1284 | scientist                      | 科學家                            | 🔬        | chunks=['sci', 'en', 'tist'] | py=ㄙㄞ-ㄣ-ㄊㄧㄙㄊ | theme=jobs | stage=1
 1285 | programmer                     | 程式設計師                          | 💻        | chunks=['pro', 'gram', 'mer'] | py=ㄆㄌㄛ-ㄍㄌㄚ-ㄇㄜ | theme=jobs | stage=2 base=program
 1286 | developer                      | 開發者                            | 💻        | chunks=['de', 'vel', 'o', 'per'] | py=ㄉㄧ-ㄈㄝ-ㄌㄜ-ㄆㄜ | theme=jobs | stage=2 base=develop
 1287 | translator                     | 翻譯                             | 🌐        | chunks=['trans', 'la', 'tor'] | py=ㄊㄌㄢㄙ-ㄌㄟ-ㄊㄜ | theme=jobs | stage=2 base=translate
 1288 | tailor                         | 裁縫                             | 🧵        | chunks=['tai', 'lor'] | py=ㄊㄟ-ㄌㄜ | theme=jobs | stage=2
 1289 | barber                         | 理髮師                            | 💈        | chunks=['bar', 'ber'] | py=ㄅㄚㄦ-ㄅㄜ | theme=jobs | stage=1
 1290 | gardener                       | 園丁                             | 🌷        | chunks=['gar', 'de', 'ner'] | py=ㄍㄚㄦ-ㄉㄜ-ㄋㄜ | theme=jobs | stage=1 base=garden
 1291 | receptionist                   | 接待員                            | 🛎️       | chunks=['re', 'cep', 'tion', 'ist'] | py=ㄌㄧ-ㄙㄝㄆ-ㄒㄣ-ㄧㄙㄊ | theme=jobs | stage=2
 1292 | librarian                      | 圖書館員                           | 📚        | chunks=['li', 'brar', 'i', 'an'] | py=ㄌㄞ-ㄅㄌㄝ-ㄌㄧ-ㄢ | theme=jobs | stage=2
 1293 | journalist                     | 記者                             | 📰        | chunks=['jour', 'na', 'list'] | py=ㄐㄜ-ㄋㄜ-ㄌㄧㄙㄊ | theme=jobs | stage=2
 1294 | model                          | 模特兒                            | 👗        | chunks=['mo', 'del'] | py=ㄇㄚ-ㄉㄜ | theme=jobs | stage=1
 1295 | athlete                        | 運動員                            | 🏃        | chunks=['ath', 'lete'] | py=ㄚㄙ-ㄌㄧㄊ | theme=jobs | stage=1
 1296 | football                       | 足球                             | ⚽        | chunks=['foot', 'ball'] | py=ㄈㄨㄊ-ㄅㄛㄦ | theme=sports | stage=0
 1297 | volleyball                     | 排球                             | 🏐        | chunks=['vol', 'ley', 'ball'] | py=ㄈㄚ-ㄌㄧ-ㄅㄛㄦ | theme=sports | stage=1
 1298 | badminton                      | 羽球                             | 🏸        | chunks=['bad', 'min', 'ton'] | py=ㄅㄚㄉ-ㄇㄧㄣ-ㄉㄣ | theme=sports | stage=1
 1299 | hockey                         | 曲棍球                            | 🏒        | chunks=['hoc', 'key'] | py=ㄏㄚ-ㄎㄧ | theme=sports | stage=1
 1300 | cricket                        | 板球                             | 🏏        | chunks=['crick', 'et'] | py=ㄎㄌㄧ-ㄎㄝㄊ | theme=sports | stage=2
 1301 | rugby                          | 橄欖球                            | 🏉        | chunks=['rug', 'by'] | py=ㄌㄚㄍ-ㄅㄧ | theme=sports | stage=1
 1302 | boxing                         | 拳擊                             | 🥊        | chunks=['box', 'ing'] | py=ㄅㄚㄎㄙ-ㄧㄥ | theme=sports | stage=1 base=box
 1303 | wrestling                      | 摔角                             | 🤼        | chunks=['wrest', 'ling'] | py=ㄌㄝㄙ-ㄌㄧㄥ | theme=sports | stage=2 base=wrestle
 1304 | fencing                        | 擊劍                             | 🤺        | chunks=['fen', 'cing'] | py=ㄈㄣ-ㄒㄧㄥ | theme=sports | stage=2 base=fence
