# 字 4500-5999
 4500 | steppe                         | 大草原                            | 🌾        | chunks=['st', 'eppe'] | py=ㄙㄉㄝㄆ | theme=geography | stage=3
 5736 | Egypt                          | 埃及                             | 🇪🇬       | chunks=['e', 'gypt'] | py=ㄧ-ㄐㄧㄆㄊ | theme=countries | stage=2
 5737 | Kenya                          | 肯亞                             | 🇰🇪       | chunks=['ken', 'ya'] | py=ㄎㄣ-ㄧㄚ | theme=countries | stage=2
 5738 | Nigeria                        | 奈及利亞                           | 🇳🇬       | chunks=['ni', 'ge', 'ri', 'a'] | py=ㄋㄞ-ㄐㄜ-ㄖㄧ-ㄜ | theme=countries | stage=3
 5739 | Morocco                        | 摩洛哥                            | 🇲🇦       | chunks=['mo', 'roc', 'co'] | py=ㄇㄜ-ㄖㄚ-ㄎㄛ | theme=countries | stage=3
 5740 | Greece                         | 希臘                             | 🇬🇷       | chunks=['gr', 'eece'] | py=ㄍㄖㄧㄙ | theme=countries | stage=2
 5741 | Portugal                       | 葡萄牙                            | 🇵🇹       | chunks=['por', 'tu', 'gal'] | py=ㄆㄛ-ㄔㄩ-ㄍㄛ | theme=countries | stage=2
 5742 | Sweden                         | 瑞典                             | 🇸🇪       | chunks=['swe', 'den'] | py=ㄙㄨㄧ-ㄉㄣ | theme=countries | stage=2
 5743 | Norway                         | 挪威                             | 🇳🇴       | chunks=['nor', 'way'] | py=ㄋㄛ-ㄨㄟ | theme=countries | stage=2
 5744 | Finland                        | 芬蘭                             | 🇫🇮       | chunks=['fin', 'land'] | py=ㄈㄧㄣ-ㄌㄢㄉ | theme=countries | stage=2
 5745 | Denmark                        | 丹麥                             | 🇩🇰       | chunks=['den', 'mark'] | py=ㄉㄣ-ㄇㄚㄎ | theme=countries | stage=2
 5746 | Netherlands                    | 荷蘭                             | 🇳🇱       | chunks=['neth', 'er', 'lands'] | py=ㄋㄝ-ㄉㄜ-ㄌㄢㄗ | theme=countries | stage=3
 5747 | Belgium                        | 比利時                            | 🇧🇪       | chunks=['bel', 'gium'] | py=ㄅㄝㄛ-ㄐㄧㄚㄇ | theme=countries | stage=3
 5748 | Switzerland                    | 瑞士                             | 🇨🇭       | chunks=['switz', 'er', 'land'] | py=ㄙㄨㄧㄗ-ㄜ-ㄌㄢㄉ | theme=countries | stage=3
 5749 | Austria                        | 奧地利                            | 🇦🇹       | chunks=['aus', 'tri', 'a'] | py=ㄛㄙ-ㄊㄖㄧ-ㄜ | theme=countries | stage=3
 5750 | Poland                         | 波蘭                             | 🇵🇱       | chunks=['po', 'land'] | py=ㄆㄛ-ㄌㄢㄉ | theme=countries | stage=2
 5751 | Turkey                         | 土耳其                            | 🇹🇷       | chunks=['tur', 'key'] | py=ㄊㄜ-ㄎㄧ | theme=countries | stage=2
 5752 | Iran                           | 伊朗                             | 🇮🇷       | chunks=['i', 'ran'] | py=ㄧ-ㄖㄢ | theme=countries | stage=2
 5753 | Iraq                           | 伊拉克                            | 🇮🇶       | chunks=['i', 'raq'] | py=ㄧ-ㄖㄚㄎ | theme=countries | stage=2
 5754 | Israel                         | 以色列                            | 🇮🇱       | chunks=['is', 'ra', 'el'] | py=ㄧㄗ-ㄖㄝ-ㄛ | theme=countries | stage=2
 5755 | Thailand                       | 泰國                             | 🇹🇭       | chunks=['thai', 'land'] | py=ㄊㄞ-ㄌㄢㄉ | theme=countries | stage=1
 5756 | Vietnam                        | 越南                             | 🇻🇳       | chunks=['viet', 'nam'] | py=ㄨㄧㄝㄊ-ㄋㄚㄇ | theme=countries | stage=1
 5757 | Indonesia                      | 印尼                             | 🇮🇩       | chunks=['in', 'do', 'ne', 'sia'] | py=ㄧㄣ-ㄉㄛ-ㄋㄧ-ㄒㄚ | theme=countries | stage=2
 5758 | Malaysia                       | 馬來西亞                           | 🇲🇾       | chunks=['ma', 'lay', 'sia'] | py=ㄇㄜ-ㄌㄟ-ㄒㄚ | theme=countries | stage=2
 5759 | Philippines                    | 菲律賓                            | 🇵🇭       | chunks=['phil', 'ip', 'pines'] | py=ㄈㄧ-ㄌㄜ-ㄆㄧㄣㄗ | theme=countries | stage=2
 5760 | Singapore                      | 新加坡                            | 🇸🇬       | chunks=['sin', 'ga', 'pore'] | py=ㄒㄧㄥ-ㄍㄜ-ㄆㄛㄜ | theme=countries | stage=2
 5761 | Pakistan                       | 巴基斯坦                           | 🇵🇰       | chunks=['pak', 'i', 'stan'] | py=ㄆㄚ-ㄎㄜ-ㄙㄊㄢ | theme=countries | stage=2
 5762 | Bangladesh                     | 孟加拉                            | 🇧🇩       | chunks=['bang', 'la', 'desh'] | py=ㄅㄤ-ㄌㄚ-ㄉㄝㄒ | theme=countries | stage=3
 5763 | Cambodia                       | 柬埔寨                            | 🇰🇭       | chunks=['cam', 'bo', 'di', 'a'] | py=ㄎㄚㄇ-ㄅㄛ-ㄉㄧ-ㄜ | theme=countries | stage=3
 5764 | Mongolia                       | 蒙古                             | 🇲🇳       | chunks=['mon', 'go', 'li', 'a'] | py=ㄇㄚㄣ-ㄍㄛ-ㄌㄧ-ㄜ | theme=countries | stage=3
 5765 | Ukraine                        | 烏克蘭                            | 🇺🇦       | chunks=['u', 'kraine'] | py=ㄩ-ㄎㄖㄟㄣ | theme=countries | stage=2
 5766 | Hungary                        | 匈牙利                            | 🇭🇺       | chunks=['hun', 'ga', 'ry'] | py=ㄏㄚㄥ-ㄍㄜ-ㄖㄧ | theme=countries | stage=3
 5767 | Romania                        | 羅馬尼亞                           | 🇷🇴       | chunks=['ro', 'ma', 'ni', 'a'] | py=ㄖㄛ-ㄇㄟ-ㄋㄧ-ㄜ | theme=countries | stage=3
 5768 | Ireland                        | 愛爾蘭                            | 🇮🇪       | chunks=['ire', 'land'] | py=ㄞㄜ-ㄌㄢㄉ | theme=countries | stage=2
 5769 | Scotland                       | 蘇格蘭                            | 🏴󠁧󠁢󠁳󠁣󠁴󠁿  | chunks=['scot', 'land'] | py=ㄙㄎㄚㄊ-ㄌㄢㄉ | theme=countries | stage=2
 5770 | Wales                          | 威爾斯                            | 🏴󠁧󠁢󠁷󠁬󠁳󠁿  | chunks=['w', 'ales'] | py=ㄨㄟㄛㄗ | theme=countries | stage=2
 5771 | Iceland                        | 冰島                             | 🇮🇸       | chunks=['ice', 'land'] | py=ㄞㄙ-ㄌㄢㄉ | theme=countries | stage=2
 5772 | Cuba                           | 古巴                             | 🇨🇺       | chunks=['cu', 'ba'] | py=ㄎㄩ-ㄅㄚ | theme=countries | stage=2
 5773 | Venezuela                      | 委內瑞拉                           | 🇻🇪       | chunks=['ven', 'e', 'zue', 'la'] | py=ㄨㄝ-ㄋㄜ-ㄗㄨㄟ-ㄌㄚ | theme=countries | stage=3
 5774 | Ecuador                        | 厄瓜多                            | 🇪🇨       | chunks=['ec', 'ua', 'dor'] | py=ㄝ-ㄎㄨㄚ-ㄉㄛㄜ | theme=countries | stage=3
 5775 | Bolivia                        | 玻利維亞                           | 🇧🇴       | chunks=['bo', 'liv', 'i', 'a'] | py=ㄅㄛ-ㄌㄧ-ㄨㄧ-ㄜ | theme=countries | stage=3
 5776 | Uruguay                        | 烏拉圭                            | 🇺🇾       | chunks=['u', 'ru', 'guay'] | py=ㄧㄜ-ㄖㄜ-ㄍㄨㄟ | theme=countries | stage=3
 5777 | Paraguay                       | 巴拉圭                            | 🇵🇾       | chunks=['par', 'a', 'guay'] | py=ㄆㄚ-ㄖㄜ-ㄍㄨㄟ | theme=countries | stage=3
 5778 | Jamaica                        | 牙買加                            | 🇯🇲       | chunks=['ja', 'mai', 'ca'] | py=ㄐㄜ-ㄇㄟ-ㄎㄜ | theme=countries | stage=3
 5779 | Ethiopia                       | 衣索比亞                           | 🇪🇹       | chunks=['e', 'thi', 'o', 'pi', 'a'] | py=ㄧ-ㄒㄧ-ㄛ-ㄆㄧ-ㄜ | theme=countries | stage=3
 5780 | Ghana                          | 迦納                             | 🇬🇭       | chunks=['gha', 'na'] | py=ㄍㄚ-ㄋㄚ | theme=countries | stage=3
 5781 | bolt                           | 螺栓                             | 🔩        | chunks=['b', 'olt'] | py=ㄅㄛㄛㄊ | theme=tools | stage=2
 5782 | pliers                         | 鉗子                             | 🛠️       | chunks=['pli', 'ers'] | py=ㄆㄌㄞ-ㄜㄗ | theme=tools | stage=2
 5783 | axe                            | 斧頭                             | 🪓        | chunks=['a', 'xe'] | py=ㄚㄎㄙ | theme=tools | stage=2
 5784 | shovel                         | 鏟子                             | 🔨        | chunks=['shov', 'el'] | py=ㄒㄚ-ㄨㄛ | theme=tools | stage=2
 5785 | spade                          | 鏟子、鍬                           | 🛠️       | chunks=['sp', 'ade'] | py=ㄙㄆㄟㄉ | theme=tools | stage=2
 5786 | rake                           | 耙子                             | 🍂        | chunks=['r', 'ake'] | py=ㄖㄟㄎ | theme=tools | stage=2
 5787 | sandpaper                      | 砂紙                             | 📄        | chunks=['sand', 'pa', 'per'] | py=ㄙㄢㄉ-ㄆㄟ-ㄆㄜ | theme=tools | stage=2
 5788 | crowbar                        | 撬棍                             | 🛠️       | chunks=['crow', 'bar'] | py=ㄎㄖㄛ-ㄅㄚㄜ | theme=tools | stage=3
 5789 | toolbox                        | 工具箱                            | 🧰        | chunks=['tool', 'box'] | py=ㄊㄨㄛ-ㄅㄚㄎㄙ | theme=tools | stage=1
 5790 | chisel                         | 鑿子                             | 🛠️       | chunks=['chis', 'el'] | py=ㄔㄧ-ㄗㄛ | theme=tools | stage=3
 5791 | clamp                          | 夾子                             | 🗜️       | chunks=['cl', 'amp'] | py=ㄎㄌㄚㄇㄆ | theme=tools | stage=2
 5792 | vise                           | 老虎鉗                            | 🗜️       | chunks=['v', 'ise'] | py=ㄨㄞㄗ | theme=tools | stage=3
 5793 | welder                         | 焊接機                            | 🔥        | chunks=['weld', 'er'] | py=ㄨㄝㄛ-ㄉㄜ | theme=tools | stage=3
 5794 | grinder                        | 研磨機                            | ⚙️       | chunks=['grind', 'er'] | py=ㄍㄖㄞㄣ-ㄉㄜ | theme=tools | stage=3 base=grind
 5795 | pickaxe                        | 鶴嘴鋤                            | ⛏️       | chunks=['pick', 'axe'] | py=ㄆㄧㄎ-ㄚㄎㄙ | theme=tools | stage=2
 5796 | wheelbarrow                    | 手推車                            | 🛒        | chunks=['wheel', 'bar', 'row'] | py=ㄨㄧㄛ-ㄅㄚ-ㄖㄛ | theme=tools | stage=2
 5797 | lawnmower                      | 割草機                            | 🌱        | chunks=['lawn', 'mow', 'er'] | py=ㄌㄛㄣ-ㄇㄛ-ㄜ | theme=tools | stage=2
 5798 | trowel                         | 抹刀、小鏟子                         | 🧱        | chunks=['trow', 'el'] | py=ㄊㄖㄠ-ㄜ | theme=tools | stage=3
 5799 | pitchfork                      | 乾草叉                            | 🌾        | chunks=['pitch', 'fork'] | py=ㄆㄧㄔ-ㄈㄛㄜㄎ | theme=tools | stage=3
 5800 | hoe                            | 鋤頭                             | 🌱        | chunks=['h', 'oe'] | py=ㄏㄛ | theme=tools | stage=2
 5801 | steel                          | 鋼                              | ⚙️       | chunks=['st', 'eel'] | py=ㄙㄊㄧㄛ | theme=materials | stage=2 [有易混提示]
 5802 | copper                         | 銅                              | 🟫        | chunks=['cop', 'per'] | py=ㄎㄚ-ㄆㄜ | theme=materials | stage=2
 5803 | aluminum                       | 鋁                              | ⚪        | chunks=['a', 'lu', 'mi', 'num'] | py=ㄜ-ㄌㄨ-ㄇㄜ-ㄋㄚㄇ | theme=materials | stage=2
 5804 | titanium                       | 鈦                              | ⚪        | chunks=['ti', 'ta', 'ni', 'um'] | py=ㄊㄞ-ㄊㄟ-ㄋㄧ-ㄚㄇ | theme=materials | stage=3
 5805 | cement                         | 水泥                             | 🧱        | chunks=['ce', 'ment'] | py=ㄒㄜ-ㄇㄣㄊ | theme=materials | stage=2
 5806 | brick                          | 磚塊                             | 🧱        | chunks=['br', 'ick'] | py=ㄅㄖㄧㄎ | theme=materials | stage=1
 5807 | granite                        | 花崗岩                            | 🪨        | chunks=['gran', 'ite'] | py=ㄍㄖㄚ-ㄋㄞㄊ | theme=materials | stage=3
 5808 | linen                          | 亞麻                             | 🧵        | chunks=['lin', 'en'] | py=ㄌㄧ-ㄋㄣ | theme=materials | stage=3
 5809 | polyester                      | 聚酯纖維                           | 🧵        | chunks=['pol', 'y', 'es', 'ter'] | py=ㄆㄚ-ㄌㄧ-ㄝㄙ-ㄊㄜ | theme=materials | stage=3
 5810 | nylon                          | 尼龍                             | 🧵        | chunks=['ny', 'lon'] | py=ㄋㄞ-ㄌㄚㄣ | theme=materials | stage=2
 5811 | ceramic                        | 陶瓷                             | 🏺        | chunks=['ce', 'ram', 'ic'] | py=ㄙㄜ-ㄖㄚ-ㄇㄧㄎ | theme=materials | stage=3
 5812 | porcelain                      | 瓷器                             | 🏺        | chunks=['por', 'ce', 'lain'] | py=ㄆㄛㄜ-ㄙㄜ-ㄌㄧㄣ | theme=materials | stage=3
 5813 | cardboard                      | 硬紙板                            | 🟫        | chunks=['card', 'board'] | py=ㄎㄚㄉ-ㄅㄛㄜㄉ | theme=materials | stage=2
 5814 | foam                           | 泡棉、泡沫                          | 🧽        | chunks=['f', 'oam'] | py=ㄈㄛㄇ | theme=materials | stage=2
 5815 | thread                         | 縫線、線                           | 🧵        | chunks=['thr', 'ead'] | py=ㄒㄖㄝㄉ | theme=materials | stage=2
 5816 | yarn                           | 紗線                             | 🧶        | chunks=['y', 'arn'] | py=ㄧㄚㄜㄣ | theme=materials | stage=2
 5817 | velvet                         | 絲絨                             | 🧵        | chunks=['vel', 'vet'] | py=ㄨㄝㄛ-ㄨㄝㄊ | theme=materials | stage=3
 5818 | tin                            | 錫、罐                            | ⚪        | chunks=['t', 'in'] | py=ㄊㄧㄣ | theme=materials | stage=2
 5819 | zinc                           | 鋅                              | ⚪        | chunks=['z', 'inc'] | py=ㄗㄧㄥㄎ | theme=materials | stage=3
 5820 | vague                          | 模糊的                            | 🌫️       | chunks=['v', 'ague'] | py=ㄨㄟㄍ | theme=adjectives | stage=3
 5821 | profound                       | 深刻的                            | 💭        | chunks=['pro', 'found'] | py=ㄆㄖㄜ-ㄈㄠㄣㄉ | theme=adjectives | stage=3
 5822 | subtle                         | 微妙的                            | 🕯️       | chunks=['sub', 'tle'] | py=ㄙㄚ-ㄊㄛ | theme=adjectives | stage=3
 5823 | blatant                        | 明目張膽的                          | 📣        | chunks=['bla', 'tant'] | py=ㄅㄌㄟ-ㄊㄣㄊ | theme=adjectives | stage=4
 5824 | grim                           | 嚴峻的                            | 😟        | chunks=['gr', 'im'] | py=ㄍㄖㄧㄇ | theme=adjectives | stage=3
 5825 | dire                           | 嚴重的                            | ⚠️       | chunks=['d', 'ire'] | py=ㄉㄞㄜ | theme=adjectives | stage=3
 5826 | bleak                          | 淒涼的                            | 🌧️       | chunks=['bl', 'eak'] | py=ㄅㄌㄧㄎ | theme=adjectives | stage=3
 5827 | lush                           | 茂盛的                            | 🌳        | chunks=['l', 'ush'] | py=ㄌㄚㄒ | theme=adjectives | stage=3
 5828 | sparse                         | 稀疏的                            | 🌵        | chunks=['sp', 'arse'] | py=ㄙㄆㄚㄜㄙ | theme=adjectives | stage=3
 5829 | ample                          | 充裕的                            | 🌊        | chunks=['am', 'ple'] | py=ㄚㄇ-ㄆㄛ | theme=adjectives | stage=3
 5830 | rampant                        | 猖獗的                            | 🔥        | chunks=['ram', 'pant'] | py=ㄖㄚㄇ-ㄆㄣㄊ | theme=adjectives | stage=4
 5831 | sheer                          | 純粹的                            | 💎        | chunks=['sh', 'eer'] | py=ㄒㄧㄜ | theme=adjectives | stage=3
 5832 | scant                          | 不足的                            | 🪫        | chunks=['sc', 'ant'] | py=ㄙㄎㄚㄣㄊ | theme=adjectives | stage=4
 5833 | frantic                        | 狂亂的                            | 😵        | chunks=['fran', 'tic'] | py=ㄈㄖㄚㄣ-ㄊㄧㄎ | theme=adjectives | stage=3
 5834 | hectic                         | 忙亂的                            | 💨        | chunks=['hec', 'tic'] | py=ㄏㄝㄎ-ㄊㄧㄎ | theme=adjectives | stage=3
 5835 | mellow                         | 柔和的                            | 🌅        | chunks=['mel', 'low'] | py=ㄇㄝ-ㄌㄛ | theme=adjectives | stage=3
 5836 | brisk                          | 輕快的                            | 🚶        | chunks=['br', 'isk'] | py=ㄅㄖㄧㄙㄎ | theme=adjectives | stage=3
 5837 | drowsy                         | 昏昏欲睡的                          | 😪        | chunks=['drow', 'sy'] | py=ㄉㄖㄠ-ㄗㄧ | theme=adjectives | stage=3
 5838 | snug                           | 舒適的                            | 🛌        | chunks=['sn', 'ug'] | py=ㄙㄋㄚㄍ | theme=adjectives | stage=3
 5839 | cozy                           | 溫馨的                            | 🛋️       | chunks=['co', 'zy'] | py=ㄎㄛ-ㄗㄧ | theme=adjectives | stage=2
 5840 | eerie                          | 陰森的                            | 👻        | chunks=['ee', 'rie'] | py=ㄧ-ㄖㄧ | theme=adjectives | stage=3
 5841 | dreary                         | 沉悶的                            | ☁️       | chunks=['drea', 'ry'] | py=ㄉㄖㄧ-ㄖㄧ | theme=adjectives | stage=3
 5842 | austere                        | 嚴肅樸素的                          | 🪨        | chunks=['aus', 'tere'] | py=ㄛ-ㄙㄊㄧㄜ | theme=adjectives | stage=4
 5843 | fierce                         | 激烈的                            | 😡        | chunks=['fi', 'erce'] | py=ㄈㄧㄜㄜㄙ | theme=adjectives | stage=2
 5844 | harsh                          | 嚴厲的                            | ⚡        | chunks=['h', 'arsh'] | py=ㄏㄚㄜㄒ | theme=adjectives | stage=2
 5845 | stern                          | 嚴肅的                            | 😠        | chunks=['st', 'ern'] | py=ㄙㄊㄜㄜㄣ | theme=adjectives | stage=3
 5846 | stark                          | 赤裸裸的                           | 🪨        | chunks=['st', 'ark'] | py=ㄙㄊㄚㄜㄎ | theme=adjectives | stage=3
 5847 | crude                          | 粗糙的                            | 🪨        | chunks=['cr', 'ude'] | py=ㄎㄖㄨㄉ | theme=adjectives | stage=3
 5848 | vast                           | 廣大的                            | 🌌        | chunks=['v', 'ast'] | py=ㄨㄚㄙㄊ | theme=adjectives | stage=2
 5849 | petty                          | 瑣碎的                            | 🤏        | chunks=['pet', 'ty'] | py=ㄆㄝ-ㄊㄧ | theme=adjectives | stage=3
 5850 | trivial                        | 微不足道的                          | 🤏        | chunks=['triv', 'i', 'al'] | py=ㄊㄖㄧ-ㄨㄧ-ㄛ | theme=adjectives | stage=3
 5851 | grand                          | 宏偉的                            | 🏛️       | chunks=['gr', 'and'] | py=ㄍㄖㄚㄣㄉ | theme=adjectives | stage=2
 5852 | splendid                       | 壯麗的                            | ✨        | chunks=['splen', 'did'] | py=ㄙㄆㄌㄣ-ㄉㄧㄉ | theme=adjectives | stage=3
 5853 | exquisite                      | 精緻的                            | 💎        | chunks=['ex', 'qui', 'site'] | py=ㄝㄎ-ㄎㄨㄧ-ㄗㄧㄊ | theme=adjectives | stage=4
 5854 | dazzling                       | 耀眼的                            | ✨        | chunks=['daz', 'zling'] | py=ㄉㄚ-ㄗㄌㄧㄥ | theme=adjectives | stage=3
 5855 | robust                         | 強健的                            | 💪        | chunks=['ro', 'bust'] | py=ㄖㄛ-ㄅㄚㄙㄊ | theme=adjectives | stage=3
 5856 | frail                          | 虛弱的                            | 🍂        | chunks=['fr', 'ail'] | py=ㄈㄖㄟㄛ | theme=adjectives | stage=3
 5857 | meek                           | 溫順的                            | 🐑        | chunks=['m', 'eek'] | py=ㄇㄧㄎ | theme=adjectives | stage=3
 5858 | solemn                         | 莊嚴的                            | ⛪        | chunks=['sol', 'emn'] | py=ㄙㄚ-ㄌㄣ | theme=adjectives | stage=3
 5859 | somber                         | 陰沉的                            | 😔        | chunks=['som', 'ber'] | py=ㄙㄚㄇ-ㄅㄜ | theme=adjectives | stage=4
 5860 | merry                          | 歡樂的                            | 🎉        | chunks=['mer', 'ry'] | py=ㄇㄝ-ㄖㄧ | theme=adjectives | stage=2
 5861 | jolly                          | 愉快的                            | 😄        | chunks=['jol', 'ly'] | py=ㄐㄚ-ㄌㄧ | theme=adjectives | stage=2
 5862 | weary                          | 疲倦的                            | 😩        | chunks=['wea', 'ry'] | py=ㄨㄧ-ㄖㄧ | theme=adjectives | stage=3
 5863 | feeble                         | 虛弱的                            | 🪫        | chunks=['fee', 'ble'] | py=ㄈㄧ-ㄅㄛ | theme=adjectives | stage=3
 5864 | sturdy                         | 堅固的                            | 💪        | chunks=['stur', 'dy'] | py=ㄙㄊㄜ-ㄉㄧ | theme=adjectives | stage=3
 5865 | nimble                         | 敏捷的                            | 🐿️       | chunks=['nim', 'ble'] | py=ㄋㄧㄇ-ㄅㄛ | theme=adjectives | stage=3
 5866 | agile                          | 靈活的                            | 🤸        | chunks=['a', 'gile'] | py=ㄚ-ㄐㄚㄛ | theme=adjectives | stage=2
 5867 | clumsy                         | 笨拙的                            | 🤦        | chunks=['clum', 'sy'] | py=ㄎㄌㄚㄇ-ㄗㄧ | theme=adjectives | stage=2
 5868 | keen                           | 敏銳的                            | 🦅        | chunks=['k', 'een'] | py=ㄎㄧㄣ | theme=adjectives | stage=2
 5869 | avid                           | 熱衷的                            | 🤩        | chunks=['av', 'id'] | py=ㄚ-ㄨㄧㄉ | theme=adjectives | stage=3
 5870 | dormant                        | 休眠的                            | 💤        | chunks=['dor', 'mant'] | py=ㄉㄛㄜ-ㄇㄣㄊ | theme=adjectives | stage=4
 5871 | relentless                     | 無情的                            | ⚡        | chunks=['re', 'lent', 'less'] | py=ㄖㄜ-ㄌㄣㄊ-ㄌㄝㄙ | theme=adjectives | stage=3
 5872 | ferocious                      | 兇猛的                            | 🦁        | chunks=['fe', 'ro', 'cious'] | py=ㄈㄜ-ㄖㄛ-ㄒㄜㄙ | theme=adjectives | stage=3
 5873 | vicious                        | 惡毒的                            | 😈        | chunks=['vi', 'cious'] | py=ㄨㄧ-ㄒㄜㄙ | theme=adjectives | stage=3
 5874 | delicate                       | 精緻的                            | 🌸        | chunks=['del', 'i', 'cate'] | py=ㄉㄝ-ㄌㄜ-ㄎㄝㄊ | theme=adjectives | stage=2
 5875 | fragile                        | 易碎的                            | 🥚        | chunks=['frag', 'ile'] | py=ㄈㄖㄚ-ㄐㄛ | theme=adjectives | stage=2
 5876 | resilient                      | 有韌性的                           | 🌱        | chunks=['re', 'sil', 'ient'] | py=ㄖㄜ-ㄗㄧ-ㄌㄧㄣㄊ | theme=adjectives | stage=3
 5877 | flimsy                         | 脆弱的                            | 🍃        | chunks=['flim', 'sy'] | py=ㄈㄌㄧㄇ-ㄗㄧ | theme=adjectives | stage=3
 5878 | steep                          | 陡峭的                            | ⛰️       | chunks=['st', 'eep'] | py=ㄙㄊㄧㄆ | theme=adjectives | stage=2
 5879 | shallow                        | 淺的                             | 🏖️       | chunks=['shal', 'low'] | py=ㄒㄚ-ㄌㄛ | theme=adjectives | stage=2
 5880 | balmy                          | 溫和的                            | 🌅        | chunks=['bal', 'my'] | py=ㄅㄚ-ㄇㄧ | theme=adjectives | stage=4
 5881 | stuffy                         | 悶熱的                            | 😤        | chunks=['stuf', 'fy'] | py=ㄙㄊㄚ-ㄈㄧ | theme=adjectives | stage=3
 5882 | stale                          | 陳腐的                            | 🍞        | chunks=['st', 'ale'] | py=ㄙㄊㄟㄛ | theme=adjectives | stage=3
 5883 | crisp                          | 酥脆的                            | 🥨        | chunks=['cr', 'isp'] | py=ㄎㄖㄧㄙㄆ | theme=adjectives | stage=2
 5884 | dense                          | 密集的                            | 🌲        | chunks=['d', 'ense'] | py=ㄉㄣㄙ | theme=adjectives | stage=2
 5885 | potent                         | 強效的                            | 💊        | chunks=['po', 'tent'] | py=ㄆㄛ-ㄊㄣㄊ | theme=adjectives | stage=3
 5886 | tangy                          | 辛辣的                            | 🍋        | chunks=['tang', 'y'] | py=ㄊㄚㄥ-ㄧ | theme=adjectives | stage=3
 5887 | hearty                         | 豐盛的                            | 🍲        | chunks=['heart', 'y'] | py=ㄏㄚㄜ-ㄊㄧ | theme=adjectives | stage=3
 5888 | wholesome                      | 有益的                            | 🥗        | chunks=['whole', 'some'] | py=ㄏㄛㄛ-ㄙㄚㄇ | theme=adjectives | stage=3
 5889 | filthy                         | 骯髒的                            | 🤢        | chunks=['fil', 'thy'] | py=ㄈㄧㄛ-ㄒㄧ | theme=adjectives | stage=3
 5890 | pristine                       | 原始純淨的                          | 💎        | chunks=['pris', 'tine'] | py=ㄆㄖㄧㄙ-ㄊㄧㄣ | theme=adjectives | stage=3
 5891 | spotless                       | 一塵不染的                          | ✨        | chunks=['spot', 'less'] | py=ㄙㄆㄚㄊ-ㄌㄝㄙ | theme=adjectives | stage=3 base=spot
 5892 | tidy                           | 整潔的                            | 🧹        | chunks=['ti', 'dy'] | py=ㄊㄞ-ㄉㄧ | theme=adjectives | stage=1
 5893 | messy                          | 凌亂的                            | 🌪️       | chunks=['mes', 'sy'] | py=ㄇㄝ-ㄗㄧ | theme=adjectives | stage=1
 5894 | serene                         | 寧靜的                            | 🌊        | chunks=['se', 'rene'] | py=ㄙㄜ-ㄖㄧㄣ | theme=adjectives | stage=3
 5895 | chaotic                        | 混亂的                            | 🌀        | chunks=['cha', 'ot', 'ic'] | py=ㄎㄟ-ㄚ-ㄊㄧㄎ | theme=adjectives | stage=3
 5896 | turbulent                      | 動盪的                            | 🌊        | chunks=['tur', 'bu', 'lent'] | py=ㄊㄜ-ㄅㄩ-ㄌㄣㄊ | theme=adjectives | stage=3
 5897 | transparent                    | 透明的                            | 💎        | chunks=['trans', 'par', 'ent'] | py=ㄊㄖㄢㄙ-ㄆㄚ-ㄖㄣㄊ | theme=adjectives | stage=2
 5898 | opaque                         | 不透明的                           | ⬛        | chunks=['o', 'paque'] | py=ㄛ-ㄆㄟㄎ | theme=adjectives | stage=3
 5899 | vibrant                        | 充滿活力的                          | ✨        | chunks=['vi', 'brant'] | py=ㄨㄞ-ㄅㄖㄣㄊ | theme=adjectives | stage=3
 5900 | drab                           | 單調的                            | 🪨        | chunks=['dr', 'ab'] | py=ㄉㄖㄚㄅ | theme=adjectives | stage=4
 5901 | a dime a dozen                 | 多到不值錢                          | 💰        | chunks=['a', 'dime', 'a', 'doz', 'en'] | py=ㄜ-ㄉㄞㄇ-ㄜ-ㄉㄚ-ㄗㄣ | theme=idioms | stage=3
 5902 | cross your fingers             | 祈禱好運                           | 🤞        | chunks=['cross', 'your', 'fin', 'gers'] | py=ㄎㄖㄛㄙ-ㄧㄛ-ㄈㄧㄥ-ㄍㄜㄗ | theme=idioms | stage=2
 5903 | go cold turkey                 | 突然戒掉                           | 🦃        | chunks=['go', 'cold', 'tur', 'key'] | py=ㄍㄛ-ㄎㄛㄛㄉ-ㄊㄜ-ㄎㄧ | theme=idioms | stage=3
 5904 | hit the jackpot                | 中大獎                            | 🎰        | chunks=['hit', 'the', 'jack', 'pot'] | py=ㄏㄧㄊ-ㄉㄚ-ㄐㄚㄎ-ㄆㄚㄊ | theme=idioms | stage=2
 5905 | in the long run                | 從長遠看                           | ⏳        | chunks=['in', 'the', 'long', 'run'] | py=ㄧㄣ-ㄉㄚ-ㄌㄛㄥ-ㄖㄚㄣ | theme=idioms | stage=2
 5906 | let sleeping dogs lie          | 別招惹麻煩                          | 😴        | chunks=['let', 'sleep', 'ing', 'dogs', 'lie'] | py=ㄌㄝㄊ-ㄙㄌㄧ-ㄆㄧㄥ-ㄉㄛㄍㄗ-ㄌㄞ | theme=idioms | stage=4
 5907 | make ends meet                 | 勉強度日                           | 💸        | chunks=['make', 'ends', 'meet'] | py=ㄇㄟㄎ-ㄣㄗ-ㄇㄧㄊ | theme=idioms | stage=3
 5908 | no big deal                    | 沒什麼大不了                         | 🤷        | chunks=['no', 'big', 'deal'] | py=ㄋㄛ-ㄅㄧㄍ-ㄉㄧㄛ | theme=idioms | stage=1
